#,Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,MonthSeason,MonthYear
61,Luis Castillo,SEA,33.2,-7.9, , , , ,-11.0,-0.1, , , ,-10.7, , ,6,2022-09-01
62,Johnny Cueto,CHW,34.2,-7.9, ,-3.6, , ,-10.2,1.0,1.3, , ,-7.9, , ,6,2022-09-01
63,Aaron Nola,PHI,34.1,-8.2, ,0.3, , ,-10.5, , ,7.4, ,-9.2, , ,6,2022-09-01
64,Lance McCullers Jr.,HOU,31.2, , ,1.8, , ,-8.2,6.9, ,7.4, ,-10.4, , ,6,2022-09-01
65,Brady Singer,KCR,31.2, , , , , ,-9.6,1.2, , , ,-9.1, , ,6,2022-09-01
