#,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,MonthSeason,MonthYear
61,Kyle Freeland,COL,33.2,89.8, , , , ,89.1,85.1,79.6, , ,84.5, , ,2,2022-05-01
62,Adam Wainwright,STL,32.0,88.5, ,85.0, , ,88.4, ,73.1, , ,82.1, , ,2,2022-05-01
63,Zack Greinke,KCR,29.2,88.4, ,86.1, , ,89.0,82.1,71.5, , ,86.5, , ,2,2022-05-01
64,Marco Gonzales,SEA,36.2,88.1, ,86.2, , , , ,75.9, , ,79.7, , ,2,2022-05-01
65,Kyle Hendricks,CHC,29.0,87.1, , , , ,87.0, ,73.3, , ,80.0, , ,2,2022-05-01
66,Dane Dunning,TEX,28.1,85.8, ,85.7, , ,89.1,78.1, , , ,83.5, , ,2,2022-05-01
67,Zach Davies,ARI,30.0, , ,87.8, , ,89.3, ,75.0, , ,79.4, , ,2,2022-05-01
68,Jakob Junis,SFG,27.0, , ,86.2, , ,91.3,82.2, , , ,83.6, , ,2,2022-05-01
69,Corbin Burnes,MIL,39.0, , ,94.5, , ,96.0,88.1,81.8, , ,89.9, , ,2,2022-05-01
