#,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,MonthSeason,MonthYear
61,Tyler Alexander,DET,33.0,90.0, ,85.6, , ,90.2,77.0, , , ,82.8, , ,6,9
62,Marco Gonzales,SEA,36.1,89.1, ,86.4, , , , ,77.6, , ,79.4, , ,6,9
63,Rich Hill,BOS,34.2,88.6, ,83.9, , , ,69.1,72.0, , ,83.5, , ,6,9
64,Lance McCullers Jr.,HOU,31.2, , ,88.4, , ,93.0,85.1, ,82.6, ,87.3, , ,6,9
65,Brady Singer,KCR,31.2, , , , , ,93.4,85.5, , , ,86.3, , ,6,9
