#,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,MonthSeason,MonthYear
61,Pablo Lopez,MIA,35.2,6.6, ,2.9, , ,4.0, ,-6.0, , ,2.2, , ,2,5
62,Humberto Castellanos,ARI,30.1,6.2, , , , ,1.3,3.9,-4.3, , ,2.0, , ,2,5
63,Dane Dunning,TEX,28.1,6.0, ,5.2, , ,3.0,-2.1, , , ,2.2, , ,2,5
64,Framber Valdez,HOU,43.0,5.5, ,-3.4, , ,4.4, ,-9.3, , ,1.3, , ,2,5
65,Logan Webb,SFG,31.0,5.2, , , , ,-0.7,0.0, , , ,-2.7, , ,2,5
66,Erick Fedde,WSN,29.0,3.6, ,3.9, , ,5.5, ,-1.1, , ,2.3, , ,2,5
67,Zach Davies,ARI,30.0, , ,7.8, , ,7.3, ,-7.1, , ,5.1, , ,2,5
68,Jakob Junis,SFG,27.0, , ,2.3, , ,5.4,0.4, , , ,3.8, , ,2,5
69,Corbin Burnes,MIL,39.0, , ,6.8, , ,7.8,1.0,-2.5, , ,5.5, , ,2,5
