#,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,MonthSeason,MonthYear
31,Cole Irvin,OAK,34.0,9.5, , , , ,6.9, ,-3.7, , ,4.5, , ,4,7
32,Kyle Gibson,PHI,27.1,9.4, ,5.2, , ,3.7,-1.0,-4.6, , ,2.7, , ,4,7
33,Eric Lauer,MIL,27.1,9.4, ,5.7, , , ,0.5,-3.9, , ,5.3, , ,4,7
34,Reid Detmers,LAA,24.0,9.3, , , , ,8.3,-2.3,-8.6, , ,4.5, , ,4,7
35,Julio Urias,LAD,28.0,9.3, , , , ,8.0, ,-0.3, , ,3.7, , ,4,7
36,Madison Bumgarner,ARI,31.0,9.3, ,4.6, , , , ,-2.1, , ,5.4, , ,4,7
37,Adam Wainwright,STL,32.1,9.2, ,2.8, , ,7.6, ,-8.7, , ,5.4, , ,4,7
38,Zack Wheeler,PHI,32.2,9.2, , , , ,7.0,2.9,-5.8, , ,5.2, , ,4,7
39,Max Scherzer,NYM,32.1,9.1, ,4.4, , , ,2.0,-5.4, , ,2.1, , ,4,7
40,Glenn Otto,TEX,29.2,9.1, , , , ,5.8,0.3, ,-5.4, ,5.3, , ,4,7
41,James Kaprielian,OAK,28.0,9.1, , , , ,6.8,2.2,-4.8, , ,1.9, , ,4,7
42,Shohei Ohtani,LAA,25.1,9.0, ,2.7,2.1, ,5.0,2.5,-8.0, , , , , ,4,7
43,Merrill Kelly,ARI,41.1,8.9, ,7.2, , ,4.4,2.1,-5.5, , ,1.7, , ,4,7
44,Sonny Gray,MIN,24.1,8.8, ,-3.8, , ,5.5,-3.6,-8.0, , , , , ,4,7
45,Jordan Montgomery,NYY,29.1,8.7, ,5.8, , ,6.2, ,-2.1, , ,7.2, , ,4,7
46,Aaron Nola,PHI,35.0,8.7, ,4.2, , ,5.6, , ,-6.3, ,2.3, , ,4,7
47,Corey Kluber,TBR,32.0,8.7, ,5.1, , ,5.1, ,0.9, , ,3.5, , ,4,7
48,Miles Mikolas,STL,37.2,8.6, , , , ,7.0,3.2,-8.4, , ,5.1, , ,4,7
49,Adrian Sampson,CHC,32.2,8.5, ,0.7, , ,6.4,-0.9, , , ,3.7, , ,4,7
50,Braxton Garrett,MIA,30.0,8.5, , , , ,3.8,-0.7,-4.7, , ,2.8, , ,4,7
51,Joe Ryan,MIN,26.2,8.4, , , , , ,2.5,-3.7, , ,5.7, , ,4,7
52,Jose Quintana,PIT,27.0,8.4, , , , ,7.6, ,-3.8, , ,4.1, , ,4,7
53,Johnny Cueto,CHW,34.0,8.4, ,5.1, , ,4.8,3.0,-1.3, , ,2.1, , ,4,7
54,Mitch Keller,PIT,31.0,8.2, , , , ,6.6,-1.9,-8.5, , ,3.5, , ,4,7
55,Aaron Ashby,MIL,25.2,8.2, , , , ,6.1,-1.1,-8.9, , ,2.5, , ,4,7
56,Martin Perez,TEX,31.2,8.1, ,7.1, , ,5.7,1.6,-2.8, , ,5.4, , ,4,7
57,Brad Keller,KCR,28.2,8.0, , , , ,5.4,-1.6, , , ,5.8, , ,4,7
58,Jose Berrios,TOR,36.0,7.9, , , , ,5.9, ,-2.6, , ,2.5, , ,4,7
59,Marco Gonzales,SEA,31.1,7.9, ,6.6, , , , ,-7.6, , ,3.6, , ,4,7
60,Zach Thompson,PIT,27.0,7.8, ,2.1, , ,4.9, ,-5.3, , ,3.5, , ,4,7
