#,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,MonthSeason,MonthYear
61,Chris Bassitt,NYM,33.1,6.9, ,4.8, , ,5.4,0.6,-8.2, , ,4.2, , ,6,9
62,Nick Lodolo,CIN,36.1,5.9, , , , ,3.0, ,0.9, , ,1.4, , ,6,9
63,Framber Valdez,HOU,37.1,5.5, ,-3.4, , ,4.9, ,-8.8, , ,2.1, , ,6,9
64,Lance McCullers Jr.,HOU,31.2, , ,2.9, , ,3.2,2.9, ,-6.0, ,-0.9, , ,6,9
65,Brady Singer,KCR,31.2, , , , , ,5.8,1.0, , , ,6.3, , ,6,9
