#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,MonthSeason,MonthYear
61,Brad Keller,KCR,1,3,0,5,5,30.0,4.50,3.00,1.50,.305,70.0%,46.8%,13.2%,93.6,5.40, ,5.28,4.99,0.0,2,2022-05-01
62,Chris Bassitt,NYM,1,1,0,6,6,35.0,8.74,3.09,1.80,.289,79.6%,47.1%,18.4%,93.4,4.63, ,5.06,4.06,0.0,2,2022-05-01
63,Zach Plesac,CLE,0,2,0,5,5,28.0,6.75,2.89,1.61,.287,62.9%,38.0%,14.7%,92.2,5.79, ,5.22,4.70,-0.1,2,2022-05-01
64,Humberto Castellanos,ARI,2,1,0,6,6,30.1,7.12,1.78,2.08,.301,72.3%,37.4%,20.0%,90.1,5.64, ,5.32,4.03,-0.1,2,2022-05-01
65,Marco Gonzales,SEA,2,3,0,6,6,36.2,3.68,3.19,1.47,.258,84.1%,44.0%,12.5%,88.4,3.44, ,5.49,5.30,-0.2,2,2022-05-01
66,Kyle Hendricks,CHC,1,3,0,5,5,29.0,4.66,2.17,2.17,.233,76.3%,37.2%,17.5%,87.1,4.97, ,6.04,4.95,-0.2,2,2022-05-01
67,Nathan Eovaldi,BOS,1,2,0,5,5,28.2,8.48,1.88,2.83,.278,69.7%,46.0%,27.3%,96.9,5.02, ,5.94,3.56,-0.3,2,2022-05-01
68,Josiah Gray,WSN,3,2,0,6,6,31.1,7.47,4.31,2.87,.195,80.0%,21.7%,20.0%,94.6,5.74, ,7.33,5.54,-0.6,2,2022-05-01
69,Bruce Zimmermann,BAL,1,2,0,6,6,32.1,5.57,1.39,3.34,.266,80.9%,37.1%,25.0%,90.9,5.85, ,7.35,4.72,-0.7,2,2022-05-01
