#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,MonthSeason,MonthYear
61,Kyle Wright,ATL,29.2,-3.70, , ,2.95,3.61,2.29,0.11, , , ,2,5
62,Walker Buehler,LAD,34.0,-3.78,2.07, ,-8.52,-0.44,3.43,1.93, , , ,2,5
63,Jordan Montgomery,NYY,33.1,-3.85,5.71, ,1.24,-0.89, ,1.73, , , ,2,5
64,Chris Bassitt,NYM,35.0,-4.07,0.60, ,1.98,-1.01,-4.16,-1.76, , , ,2,5
65,Alex Cobb,SFG,28.1,-4.49, ,-0.84,1.12, , ,-3.07, , , ,2,5
66,Zach Davies,ARI,30.0, ,-0.25, ,0.02,0.29, ,-5.07, , , ,2,5
67,Jakob Junis,SFG,27.0, ,3.99, ,2.18,-1.61,0.31, , , , ,2,5
68,Erick Fedde,WSN,29.0, ,0.55, ,0.35,-10.89,-0.69, , , , ,2,5
69,Dane Dunning,TEX,28.1, ,-3.49, ,1.88,-2.31,-2.19, , , , ,2,5
