#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,MonthSeason,MonthYear
61,Michael Wacha,BOS,32.1,-6.33,3.11, ,2.53,0.85, ,-6.24, , , ,6,2022-09-01
62,Marcus Stroman,CHC,37.0,-7.68,1.88, ,0.61,0.59,1.73, , , , ,6,2022-09-01
63,Lance McCullers Jr.,HOU,31.2,-10.79,1.26, ,-1.46,-0.36,3.08,1.59, , , ,6,2022-09-01
64,Kyle Bradish,BAL,37.2, ,0.30, ,-0.69,3.82,3.23,-1.41, , , ,6,2022-09-01
65,Brady Singer,KCR,31.2, , , ,1.42,-8.37,0.38, , , , ,6,2022-09-01
