#,Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,MonthSeason,MonthYear
61,Charlie Morton,ATL,31.2,122,117,104,206,117,112,107,111,104,109,131,141,98,91,95,110,6,2022-09-01
62,Ken Waldichuk,OAK,34.2,102,85,119,121,102,85,101,97,100,95,134,113,108,107,83,115,6,2022-09-01
63,Jon Heasley,KCR,33.1,48,107,45,100,47,104,109,110,94,87,135,130,147,70,97,119,6,2022-09-01
64,Michael Wacha,BOS,32.1,93,46,202,207,92,45,128,111,117,103,136,131,103,74,96,118,6,2022-09-01
65,Cole Irvin,OAK,33.1,77,80,96,176,72,75,133,127,121,86,183,144,125,112,81,114,6,2022-09-01
