#,Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,MonthSeason,MonthYear
61,Josiah Gray,WSN,31.1,86,136,64,261,85,133,91,102,67,111,141,179,138,119,50,149,2,5
62,Carlos Rodon,SFG,27.0,100,126,79,91,97,122,120,125,123,93,143,104,102,131,89,96,2,5
63,Robbie Ray,SEA,30.1,148,88,169,165,150,89,94,92,103,89,144,102,72,125,78,112,2,5
64,Patrick Corbin,WSN,34.2,75,90,83,141,69,82,125,126,113,91,146,122,101,108,123,69,2,5
65,German Marquez,COL,29.0,97,108,90,113,91,101,125,127,125,78,147,101,101,88,113,91,2,5
66,Zach Plesac,CLE,28.0,80,95,84,149,76,90,111,111,100,86,149,133,119,126,90,98,2,5
67,Bruce Zimmermann,BAL,32.1,66,46,144,310,68,47,123,104,93,111,151,190,120,87,88,121,2,5
68,Alex Cobb,SFG,28.1,121,100,121,86,118,97,123,121,136,73,153,85,66,86,148,51,2,5
69,Zack Greinke,KCR,29.2,68,70,98,169,63,64,127,124,111,80,166,133,120,87,101,106,2,5
