#,Name,Team,IP,wFA,wFC,wFS,wSI,wCH,wSL,wCU,wCS,wKN,wSB,MonthSeason,MonthYear
61,Jordan Montgomery,STL,33.0,-4.8,0.0, ,0.5,2.0, ,-0.2, , , ,6,2022-09-01
62,Ken Waldichuk,OAK,34.2,-5.6, , , ,1.9,1.6,0.6, , , ,6,2022-09-01
63,Michael Wacha,BOS,32.1,-10.7,3.2, ,0.9,1.3, ,-2.2, , , ,6,2022-09-01
64,Kyle Bradish,BAL,37.2, ,0.6, ,-0.6,1.3,6.7,-1.4, , , ,6,2022-09-01
65,Brady Singer,KCR,31.2, , , ,3.7,-2.3,0.7, , , , ,6,2022-09-01
