#,Name,Team,IP,wFA,wFC,wFS,wSI,wCH,wSL,wCU,wCS,wKN,wSB,MonthSeason,MonthYear
61,German Marquez,COL,29.0,-3.8, , ,-1.9,-1.4,0.3,-0.8, , , ,2,2022-05-01
62,Zack Greinke,KCR,29.2,-4.0, , ,-0.7,0.1,-1.7,1.2,-0.8, , ,2,2022-05-01
63,Chris Bassitt,NYM,35.0,-4.1,0.7, ,3.5,-0.5,-3.8,-1.0, , , ,2,2022-05-01
64,Josiah Gray,WSN,31.1,-4.7, , ,0.4,-0.2,1.3,-1.1, , , ,2,2022-05-01
65,Walker Buehler,LAD,34.0,-6.3,3.2, ,-1.8,-0.2,1.9,2.2, , , ,2,2022-05-01
66,Zach Davies,ARI,30.0, ,-0.1, ,0.1,0.5, ,-2.2, , , ,2,2022-05-01
67,Jakob Junis,SFG,27.0, ,0.0, ,2.7,-0.9,0.7, , , , ,2,2022-05-01
68,Erick Fedde,WSN,29.0, ,1.0, ,0.6,-0.7,-1.0, , , , ,2,2022-05-01
69,Dane Dunning,TEX,28.1, ,-0.8, ,4.1,-2.4,-2.7, , , , ,2,2022-05-01
