#,Name,Team,IP,FA-X,FC-X,FS-X,SI-X,CH-X,SL-X,CU-X,CS-X,KN-X,SB-X,MonthSeason,MonthYear
61,Michael Lorenzen,LAA,32.2,-6.5,-0.2, ,-9.5,-9.0,6.1, , , , ,2,2022-05-01
62,Gerrit Cole,NYY,33.2,-6.6,-0.3, , ,-8.2,2.9,5.3, , , ,2,2022-05-01
63,Nathan Eovaldi,BOS,28.2,-6.8,0.5,-7.2, , ,3.5,5.1, , , ,2,2022-05-01
64,Kyle Wright,ATL,29.2,-6.8, , ,-10.0,-9.2,-0.2,6.2, , , ,2,2022-05-01
65,Aaron Nola,PHI,33.0,-7.4,0.1, ,-9.8,-8.6, ,8.4, , , ,2,2022-05-01
66,Zach Davies,ARI,30.0, ,-2.8, ,-8.6,-7.9, ,6.4, , , ,2,2022-05-01
67,Jakob Junis,SFG,27.0, ,1.6, ,-7.4,-5.5,8.3, , , , ,2,2022-05-01
68,Erick Fedde,WSN,29.0, ,1.4, ,-4.9,-8.6,8.2, , , , ,2,2022-05-01
69,Dane Dunning,TEX,28.1, ,0.6, ,-9.6,-10.2,4.7, , , , ,2,2022-05-01
