#,Name,Team,IP,FA-X,FC-X,FS-X,SI-X,CH-X,SL-X,CU-X,CS-X,KN-X,SB-X,MonthSeason,MonthYear
61,Sandy Alcantara,MIA,43.0,-7.1, , ,-10.1,-9.7,-0.1, , , , ,6,2022-09-01
62,Luis Castillo,SEA,33.2,-7.1,-3.7, ,-10.3,-10.0,0.9, , , , ,6,2022-09-01
63,Aaron Nola,PHI,34.1,-7.7,1.1, ,-10.0,-8.9, ,8.1, , , ,6,2022-09-01
64,Kyle Bradish,BAL,37.2, ,1.2, ,-6.8,-6.7,5.5,3.2, , , ,6,2022-09-01
65,Brady Singer,KCR,31.2, , , ,-9.1,-9.0,1.8, , , , ,6,2022-09-01
