#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,MonthSeason,MonthYear
61,Shane Bieber,CLE,38.2%,90.6,25.3%,84.7,15.3%,86.4,17.1%,81.7,4.2%,86.1, , , , , ,2,5
62,Tyler Anderson,LAD,38.4%,89.9, , ,24.0%,84.9,1.6%,73.4,36.0%,79.1, , , , , ,2,5
63,Kyle Freeland,COL,43.9%,89.6,25.3%,85.1, , ,17.5%,79.7,13.4%,84.5, , , , , ,2,5
64,Zach Davies,ARI,48.5%,89.3, , ,9.9%,87.9,8.2%,75.0,33.4%,79.5, , , , , ,2,5
65,Dane Dunning,TEX,46.3%,89.2,26.3%,78.1,4.9%,85.8, , ,22.5%,83.5, , , , , ,2,5
66,Zack Greinke,KCR,38.3%,88.5,25.1%,83.8, , ,19.2%,71.6,17.4%,86.5, , , , , ,2,5
67,Adam Wainwright,STL,40.4%,88.5, , ,22.1%,85.1,28.9%,72.8,8.6%,82.0, , , , , ,2,5
68,Marco Gonzales,SEA,41.1%,88.1, , ,17.7%,86.2,10.0%,75.9,31.3%,79.8, , , , , ,2,5
69,Kyle Hendricks,CHC,57.9%,87.1, , , , ,13.3%,73.3,28.8%,80.1, , , , , ,2,5
