#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,MonthSeason,MonthYear
61,Cole Irvin,OAK,54.6%,90.6,17.0%,79.1,0.2%,83.0,9.7%,75.7,18.5%,83.0, , , , ,1.6%,6,9
62,Tyler Alexander,DET,47.1%,90.1,6.8%,77.0,26.9%,85.7, , ,19.2%,82.8, , , , , ,6,9
63,Kyle Freeland,COL,46.1%,90.0,25.6%,85.5, , ,18.1%,81.7,10.2%,85.1, , , , , ,6,9
64,Marco Gonzales,SEA,35.8%,89.2, , ,26.2%,86.5,11.6%,77.6,26.4%,79.4, , , , , ,6,9
65,Rich Hill,BOS,36.5%,88.3,11.1%,69.1,21.1%,84.0,29.2%,72.0, , ,2.1%,83.0, , , ,6,9
