#,Name,Team,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,MonthSeason,MonthYear
61,Brad Keller,KCR,0.0,-0.1,0.1,0.0,-0.1,0.0,($0.1),2,5
62,Chris Bassitt,NYM,0.2,0.0,0.2,0.2,-0.2,0.0,($0.1),2,5
63,Zach Plesac,CLE,-0.3,0.0,-0.2,-0.2,-0.6,-0.1,($0.5),2,5
64,Humberto Castellanos,ARI,0.0,-0.1,0.2,0.1,-0.7,-0.1,($0.6),2,5
65,Marco Gonzales,SEA,0.6,0.3,0.5,0.8,-1.7,-0.2,($1.4),2,5
66,Kyle Hendricks,CHC,0.2,0.4,0.0,0.4,-2.5,-0.2,($1.9),2,5
67,Nathan Eovaldi,BOS,-0.2,0.1,0.0,0.1,-2.7,-0.3,($2.1),2,5
68,Josiah Gray,WSN,0.0,0.6,0.0,0.5,-6.2,-0.6,($4.6),2,5
69,Bruce Zimmermann,BAL,-0.2,0.2,0.3,0.5,-7.3,-0.7,($5.3),2,5
