#,Name,Team,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,MonthSeason,MonthYear
61,Merrill Kelly,ARI,0.4,0.4,0.1,0.5,-1.1,-0.1,($0.9),6,2022-09-01
62,Marco Gonzales,SEA,0.0,0.5,-0.4,0.2,-1.8,-0.2,($1.4),6,2022-09-01
63,Charlie Morton,ATL,0.1,-0.1,0.3,0.3,-2.0,-0.2,($1.5),6,2022-09-01
64,Cole Irvin,OAK,-0.7,-0.5,-0.1,-0.5,-2.1,-0.2,($1.7),6,2022-09-01
65,Nick Pivetta,BOS,0.1,-0.2,0.6,0.4,-2.7,-0.3,($2.1),6,2022-09-01
