#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,MonthSeason,MonthYear
61,Humberto Castellanos,ARI,29.7%,68.6%,46.9%,76.5%,83.9%,81.3%,44.1%,59.1%,8.8%,17.4%,26.2%,2,2022-05-01
62,Ranger Suarez,PHI,29.5%,68.9%,44.8%,68.0%,90.8%,81.6%,38.9%,57.1%,8.2%,16.5%,24.7%,2,2022-05-01
63,Zach Davies,ARI,29.1%,74.1%,45.0%,76.2%,85.0%,81.3%,35.3%,57.4%,8.4%,17.5%,25.9%,2,2022-05-01
64,Tyler Mahle,CIN,28.9%,62.8%,41.7%,60.0%,84.8%,74.1%,37.7%,59.0%,10.8%,17.6%,28.4%,2,2022-05-01
65,Shane Bieber,CLE,28.6%,66.9%,45.0%,48.4%,87.2%,73.1%,42.9%,63.6%,12.1%,17.9%,30.0%,2,2022-05-01
66,Yusei Kikuchi,TOR,28.5%,66.8%,46.5%,60.0%,80.7%,74.0%,47.0%,56.5%,12.1%,17.0%,29.1%,2,2022-05-01
67,Brad Keller,KCR,28.1%,68.8%,46.0%,60.3%,92.2%,81.3%,44.1%,52.6%,8.6%,16.1%,24.7%,2,2022-05-01
68,Kyle Wright,ATL,28.0%,68.8%,46.6%,62.3%,83.0%,76.2%,45.5%,62.6%,11.1%,17.1%,28.2%,2,2022-05-01
69,Erick Fedde,WSN,20.0%,66.1%,41.7%,72.7%,85.2%,82.0%,47.1%,66.1%,7.5%,19.0%,26.5%,2,2022-05-01
