#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,MonthSeason,MonthYear
61,Jordan Montgomery,STL,-4.5, ,0.0,-0.2,1.9, , ,-1.50, ,-2.74,-0.14,1.91, , ,6,9
62,Brayan Bello,BOS,-4.9,1.5, ,-0.1,2.4, , ,-1.77,1.10, ,-1.71,1.99, , ,6,9
63,Ken Waldichuk,OAK,-5.8,1.5, ,0.8,1.8, , ,-1.75,1.19, ,1.66,2.10, , ,6,9
64,Cole Irvin,OAK,-6.3,-2.9,0.1,-2.0,4.6, , ,-2.32,-3.40,6.25,-4.16,5.11, , ,6,9
65,Michael Wacha,BOS,-9.8, ,3.2,-2.2,1.3, , ,-4.76, ,3.07,-6.24,0.86, , ,6,9
