#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,MonthSeason,MonthYear
61,Marco Gonzales,SEA,-3.4, ,-0.6,-0.9,3.0, , ,-1.43, ,-0.62,-1.63,1.69, , ,2,2022-05-01
62,Josiah Gray,WSN,-4.6,1.2, ,-1.2,-0.2, , ,-1.85,0.75, ,-1.04,-1.71, , ,2,2022-05-01
63,Zack Greinke,KCR,-4.7,-2.1, ,0.3,0.1, , ,-2.26,-1.57, ,0.32,0.06, , ,2,2022-05-01
64,Tyler Anderson,LAD,-4.9, ,-0.8,0.2,6.5, , ,-2.97, ,-0.77,2.38,4.23, , ,2,2022-05-01
65,Patrick Corbin,WSN,-5.2,-2.3, , ,-1.0, , ,-1.72,-1.39, , ,-1.74, , ,2,2022-05-01
66,German Marquez,COL,-5.8,-0.6, ,0.2,-1.4, , ,-2.47,-0.47, ,0.25,-8.41, , ,2,2022-05-01
67,Bruce Zimmermann,BAL,-6.0,-0.5, ,1.3,-3.6, , ,-2.99,-0.53, ,2.62,-2.58, , ,2,2022-05-01
68,Brad Keller,KCR,-7.9,3.3, , ,-0.7, , ,-3.19,1.70, , ,-2.72, , ,2,2022-05-01
69,Walker Buehler,LAD,-8.2,1.7,3.3,2.2,-0.3, , ,-4.35,3.10,2.15,1.93,-0.71, , ,2,2022-05-01
