#,Name,Team,IP,vFA,vFC,vFS,vSI,vCH,vSL,vCU,vCS,vKN,vSB,MonthSeason,MonthYear
61,Humberto Castellanos,ARI,30.1,90.1, , ,90.6,84.0,86.1,76.3, , , ,2,2022-05-01
62,Adam Wainwright,STL,32.0,88.7,85.2, ,88.5,82.1, ,72.9, , , ,2,2022-05-01
63,Zack Greinke,KCR,29.2,88.6, , ,89.0,86.7,83.9,71.8,65.5, , ,2,2022-05-01
64,Marco Gonzales,SEA,36.2,88.4,86.3, ,87.7,79.8, ,76.0, , , ,2,2022-05-01
65,Kyle Hendricks,CHC,29.0,87.1, , ,87.1,80.1, ,73.3, , , ,2,2022-05-01
66,Zach Davies,ARI,30.0, ,87.4, ,89.1,79.3, ,74.8, , , ,2,2022-05-01
67,Jakob Junis,SFG,27.0, ,84.2, ,91.3,83.2,82.2, , , , ,2,2022-05-01
68,Erick Fedde,WSN,29.0, ,88.7, ,92.5,86.7,78.0, , , , ,2,2022-05-01
69,Dane Dunning,TEX,28.1, ,86.0, ,89.3,83.7,78.3, , , , ,2,2022-05-01
