Name,New team offseason 21,CSW%,F-Strike%,RE24,WAR,K-BB%,Year,CSW%Diff,F-Strike%Diff,RE24Diff,WARDiff,K-BB%Diff
Daniel Castano,No,20.225,55.6,-1.0175,0.0,8.325,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Castano,No,24.2,58.633333333333326,-0.8300000000000001,0.0333333333333333,9.766666666666667,2021,3.974999999999998,3.0333333333333243,0.1875,0.0333333333333333,1.4416666666666682
Daniel Duarte,No,16.9,78.6,-2.55,-0.1,-7.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Hudson,No,27.766666666666666,53.23333333333333,1.87,0.2666666666666666,25.83333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Hudson,No,28.46666666666667,58.76666666666666,0.5866666666666666,0.1833333333333333,29.1,2021,0.7000000000000028,5.533333333333331,-1.2833333333333337,-0.08333333333333331,3.266666666666673
Daniel Lynch,No,25.0,58.28333333333333,-2.8683333333333336,0.1333333333333333,12.633333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Lynch,No,24.675,55.75,-2.4200000000000004,0.15,7.1,2021,-0.3249999999999993,-2.5333333333333314,0.44833333333333325,0.01666666666666669,-5.533333333333333
Daniel Mengden,No,29.55,74.6,-1.09,0.05,20.2,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Norris,No,30.96666666666667,56.71666666666667,-1.4750000000000003,-0.0666666666666666,14.766666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Norris,No,26.28333333333333,59.4,-1.5366666666666664,0.0166666666666666,11.699999999999998,2021,-4.683333333333337,2.68333333333333,-0.06166666666666609,0.0833333333333332,-3.066666666666668
Daniel Ponce de Leon,,23.32,55.02,-1.62,-0.1,0.8599999999999994,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Robertson,,30.0,75.0,0.52,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel Zamora,,29.3,50.0,-2.165,-0.05,12.5,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Danny Coulombe,No,24.3,61.25,1.38,0.05,-1.2999999999999998,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Danny Coulombe,No,25.2,60.25,0.1425,0.05,20.15,2021,0.8999999999999986,-1.0,-1.2374999999999998,-0.0,21.45
Danny Duffy,,28.4,58.95,3.3825000000000003,0.4499999999999999,15.125,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Danny Mendick,,40.0,60.0,0.57,0.0,20.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Danny Young,No,38.0,75.85,0.02,0.0,11.65,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dany Jimenez,No,33.5,62.85,0.8150000000000001,0.125,9.125,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Darick Hall,No,33.3,50.0,-0.5,0.0,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Darien Nunez,,22.15,45.25,-2.115,-0.1,-14.65,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Darin Ruf,No,14.3,66.7,-1.53,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Darin Ruf,No,14.3,85.7,1.04,0.0,0.0,2022,-0.0,19.0,2.5700000000000003,-0.0,-0.0
Darren McCaughan,,25.2,61.5,-2.86,-0.3,-5.1,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Darren O'Day,No,26.3,64.6,-0.555,0.025,16.375,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Darren O'Day,No,25.3,55.0,0.19,-0.0333333333333333,10.566666666666665,2021,-1.0,-9.599999999999994,0.7450000000000001,-0.0583333333333333,-5.808333333333335
Darwinzon Hernandez,No,28.75,48.6,-7.195,-0.25,1.1999999999999993,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Darwinzon Hernandez,No,30.6,52.67999999999999,0.092,-0.02,12.74,2021,1.8500000000000014,4.079999999999991,7.287,0.23,11.540000000000001
Daulton Jefferies,No,25.5,58.55,-4.375,0.2,11.45,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Daulton Jefferies,No,23.200000000000003,71.85,2.415,0.0,5.25,2021,-2.299999999999997,13.299999999999997,6.79,-0.2,-6.199999999999999
Dauri Moreta,No,28.416666666666668,59.28333333333333,-0.3383333333333332,-0.0666666666666666,20.466666666666665,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dauri Moreta,No,19.3,64.3,-0.79,0.0,21.4,2021,-9.116666666666667,5.016666666666666,-0.4516666666666668,0.0666666666666666,0.9333333333333336
David Bednar,No,31.166666666666668,65.68333333333334,2.865,0.2166666666666666,24.83333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Bednar,No,31.56,59.88,1.202,0.3,24.24,2022,0.39333333333333087,-5.803333333333335,-1.6630000000000003,0.0833333333333334,-0.5933333333333302
David Hale,,20.9,50.73333333333333,-3.633333333333333,-0.0666666666666666,10.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Hess,,24.83333333333333,58.96666666666667,-5.603333333333333,-0.3,6.233333333333334,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David McKay,No,24.5,58.25,-1.5749999999999995,-0.05,-5.55,2022,-0.0,-0.0,-0.0,-0.0,-0.0
David Paulino,,18.8,55.6,-0.96,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Peralta,,25.0,55.6,-2.47,-0.1,11.1,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Peterson,No,27.666666666666668,58.06666666666666,-3.286666666666666,0.1333333333333333,14.3,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Peterson,No,27.8,51.35,-0.1199999999999999,0.2333333333333333,16.333333333333332,2022,0.13333333333333286,-6.7166666666666615,3.166666666666666,0.1,2.0333333333333314
David Phelps,No,33.35,57.7,1.905,0.2,40.05,2021,-0.0,-0.0,-0.0,-0.0,-0.0
David Phelps,No,26.933333333333334,60.55,1.505,0.1333333333333333,12.416666666666666,2022,-6.416666666666668,2.8499999999999943,-0.40000000000000013,-0.06666666666666671,-27.633333333333333
David Price,No,26.066666666666663,63.18333333333334,0.7933333333333334,0.0166666666666666,14.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
David Price,No,27.48333333333333,68.05,-0.1933333333333333,0.1166666666666666,11.166666666666666,2021,1.4166666666666679,4.86666666666666,-0.9866666666666668,0.1,-2.9333333333333336
David Robertson,No,33.38333333333333,66.46666666666667,2.3766666666666665,0.1333333333333333,18.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
David Robertson,No,31.3,66.0,-1.39,0.1,24.0,2021,-2.083333333333332,-0.46666666666666856,-3.7666666666666666,-0.0333333333333333,5.899999999999999
Davis Martin,No,26.82,65.92,-1.032,0.12,11.66,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dean Kremer,No,25.525,65.225,3.235,0.45,11.05,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dean Kremer,No,22.3,56.525,-3.935,-0.075,7.625,2021,-3.224999999999998,-8.699999999999996,-7.17,-0.525,-3.4250000000000007
Dee Strange-Gordon,No,14.3,50.0,-2.47,-0.1,-37.5,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Deivi Garcia,,28.05,58.35,-0.95,0.05,7.8,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dellin Betances,,19.0,40.0,-0.48,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Demarcus Evans,,24.46,54.6,-1.1740000000000002,0.0,16.259999999999998,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dennis Santana,No,26.72,55.7,-0.3400000000000002,0.0399999999999999,5.52,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dennis Santana,No,28.933333333333334,51.56666666666666,-1.36,0.15,10.683333333333332,2022,2.2133333333333347,-4.13333333333334,-1.02,0.1100000000000001,5.163333333333332
Denyi Reyes,No,21.15,61.900000000000006,0.77,0.05,4.55,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Deolis Guerra,,25.55,55.11666666666667,0.8049999999999998,0.0333333333333333,15.316666666666668,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dereck Rodriguez,No,24.35,56.85,-0.845,-0.0999999999999999,0.7000000000000002,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Derek Holland,,29.96666666666667,68.10000000000001,-0.6116666666666665,0.0666666666666666,15.633333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Derek Law,No,27.33333333333333,60.7,-1.5033333333333332,-0.0333333333333333,8.700000000000001,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Derek Law,No,28.75,58.15,-1.815,-0.05,9.0,2021,1.4166666666666714,-2.5500000000000043,-0.31166666666666676,-0.016666666666666705,0.29999999999999893
Devin Smeltzer,No,26.9,52.9,2.03,0.0,11.8,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Devin Smeltzer,No,24.6,60.25,0.615,0.0249999999999999,5.85,2022,-2.299999999999997,7.350000000000001,-1.4149999999999998,0.0249999999999999,-5.950000000000001
Devin Williams,No,33.96666666666666,58.16666666666666,2.078333333333333,0.35,27.48333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Devin Williams,No,34.86666666666667,58.65,1.471666666666667,0.25,26.183333333333334,2021,0.9000000000000057,0.4833333333333414,-0.6066666666666662,-0.09999999999999998,-1.2999999999999972
Diego Castillo,No,31.73333333333333,56.36666666666667,1.0066666666666666,0.0833333333333333,24.183333333333334,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Diego Castillo,No,27.8,55.583333333333336,-0.7016666666666667,0.0499999999999999,14.45,2022,-3.93333333333333,-0.7833333333333314,-1.7083333333333333,-0.0333333333333334,-9.733333333333334
Diego Castillo (PIT),No,22.05,28.6,-3.495,-0.05,-13.4,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dietrich Enns,,25.85,65.95,1.885,0.3,21.15,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dillon Maples,,29.660000000000004,50.84,0.772,0.0,7.779999999999999,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dillon Peters,No,27.35,74.35,0.585,0.25,11.25,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dillon Peters,No,25.42,60.98,-0.292,0.0,3.86,2022,-1.9299999999999997,-13.369999999999997,-0.877,-0.25,-7.390000000000001
Dillon Tate,No,27.366666666666664,61.78333333333334,-0.7466666666666667,0.0666666666666666,7.8,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dillon Tate,No,29.65,64.53333333333333,2.4616666666666664,0.0833333333333333,15.783333333333331,2022,2.283333333333335,2.749999999999993,3.208333333333333,0.016666666666666705,7.983333333333332
Dinelson Lamet,No,31.660000000000004,61.620000000000005,-2.01,0.04,12.8,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dinelson Lamet,No,31.9,64.625,0.2049999999999999,0.175,20.65,2021,0.23999999999999488,3.0049999999999955,2.215,0.13499999999999998,7.849999999999998
Domingo Acevedo,No,24.96666666666667,55.13333333333333,0.4766666666666667,-0.0333333333333333,17.900000000000002,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Domingo Acevedo,No,28.116666666666664,58.55,0.9166666666666666,-0.0166666666666666,15.783333333333331,2022,3.149999999999995,3.4166666666666643,0.43999999999999995,0.016666666666666698,-2.1166666666666707
Domingo German,No,29.8,59.220000000000006,0.2039999999999999,0.24,17.3,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Domingo German,No,27.9,64.63333333333333,0.4466666666666667,0.2666666666666666,13.666666666666666,2022,-1.9000000000000021,5.41333333333332,0.2426666666666668,0.026666666666666616,-3.6333333333333346
Domingo Tapia,No,25.375,56.175,2.2675,0.15,9.65,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Domingo Tapia,No,22.2,51.28,-1.956,-0.02,-3.3600000000000003,2022,-3.1750000000000007,-4.894999999999996,-4.2235,-0.16999999999999998,-13.010000000000002
Dominic Leone,No,27.7,59.150000000000006,3.16,0.225,12.675,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dominic Leone,No,28.45,60.06666666666666,-0.625,0.0166666666666666,12.85,2022,0.75,0.9166666666666572,-3.785,-0.2083333333333334,0.17499999999999893
Donovan Walton,No,23.8,42.9,-2.53,-0.1,-14.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Anderson,,26.866666666666664,58.73333333333334,1.4433333333333334,0.0666666666666666,2.3666666666666667,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Carlton,No,15.1,52.6,-0.87,-0.1,-15.8,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Carlton,No,25.4,55.75,-0.125,0.0,19.9,2022,10.299999999999999,3.1499999999999986,0.745,0.1,35.7
Drew Hutchison,No,21.25,59.150000000000006,0.6950000000000001,0.05,-2.4,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Hutchison,No,23.183333333333334,62.5,-1.205,0.0333333333333333,4.3,2022,1.9333333333333336,3.3499999999999943,-1.9000000000000001,-0.016666666666666705,6.699999999999999
Drew Pomeranz,,29.380000000000003,67.375,1.184,0.08,13.68,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Rasmussen,No,25.98333333333333,63.43333333333334,2.5250000000000004,0.4833333333333333,14.983333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Rasmussen,No,30.683333333333334,69.45,1.7666666666666668,0.2666666666666666,17.71666666666667,2021,4.700000000000003,6.016666666666666,-0.7583333333333335,-0.21666666666666667,2.733333333333336
Drew Smith,No,28.96,56.66,-0.3839999999999999,-0.02,21.44,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Smith,No,28.85,66.05,2.1175,0.0,16.424999999999997,2021,-0.10999999999999943,9.39,2.5015,0.02,-5.015000000000004
Drew Smyly,Yes,27.28,67.82000000000001,2.076,0.2799999999999999,14.419999999999998,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Smyly,Yes,28.95,65.05,-0.4583333333333332,0.0666666666666666,13.633333333333333,2021,1.6699999999999982,-2.7700000000000102,-2.534333333333333,-0.21333333333333332,-0.7866666666666653
Drew Steckenrider,No,21.25,51.15,-1.98,0.0,7.4,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drew Steckenrider,No,25.8,62.06666666666666,3.0716666666666668,0.1999999999999999,16.383333333333333,2021,4.550000000000001,10.916666666666664,5.051666666666667,0.1999999999999999,8.983333333333333
Drew VerHagen,No,26.3,59.15,-1.93,-0.175,4.525,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Drey Jameson,No,27.6,58.2,7.05,0.5,17.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Duane Underwood Jr.,No,23.98333333333333,63.98333333333333,-0.7200000000000001,0.15,10.716666666666669,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Duane Underwood Jr.,No,26.73333333333333,62.96666666666667,-1.7366666666666666,0.0499999999999999,10.45,2021,2.75,-1.0166666666666586,-1.0166666666666666,-0.10000000000000009,-0.26666666666666927
Dusten Knight,No,27.475,60.3,-0.8425,-0.025,11.175,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dusten Knight,No,27.9,61.8,-2.095,0.05,13.2,2021,0.42499999999999716,1.5,-1.2525000000000002,0.07500000000000001,2.0249999999999986
Dustin May,No,29.3,58.9,-0.975,0.15,15.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dustin May,No,31.95,67.1,1.4049999999999998,0.25,30.0,2021,2.6499999999999986,8.199999999999996,2.38,0.1,14.9
Dylan Bundy,Yes,26.633333333333336,67.63333333333334,-2.168333333333333,0.1166666666666666,11.416666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dylan Bundy,Yes,29.04,55.3,-3.314,0.0,10.38,2021,2.4066666666666627,-12.333333333333343,-1.145666666666667,-0.1166666666666666,-1.0366666666666653
Dylan Cease,No,29.883333333333336,58.13333333333333,5.625,0.75,20.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dylan Cease,No,30.28333333333333,58.16666666666666,1.8033333333333328,0.7333333333333334,22.166666666666668,2021,0.399999999999995,0.03333333333332433,-3.821666666666667,-0.016666666666666607,2.0666666666666664
Dylan Coleman,No,22.0,44.0,3.87,0.2,24.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dylan Coleman,No,28.616666666666664,54.13333333333333,1.18,0.0666666666666666,12.283333333333331,2022,6.616666666666664,10.133333333333333,-2.6900000000000004,-0.13333333333333341,-11.716666666666669
Dylan Floro,No,26.916666666666668,64.68333333333334,0.8083333333333335,0.2666666666666666,13.566666666666668,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Dylan Floro,No,27.54,63.36,0.602,0.1399999999999999,13.66,2022,0.6233333333333313,-1.3233333333333377,-0.20633333333333348,-0.1266666666666667,0.09333333333333194
Dylan Lee,No,31.52,61.42,1.372,0.22,23.58,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Dylan Lee,No,34.5,88.9,-0.94,0.0,33.3,2021,2.9800000000000004,27.480000000000004,-2.3120000000000003,-0.22,9.719999999999999
Easton McGee,No,21.7,57.1,0.41,0.0,7.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Edgar Garcia,,26.65,60.45,-6.75,-0.25,7.3,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Edgar Santana,,26.9,58.71666666666667,0.6633333333333333,-0.0166666666666666,11.483333333333334,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Eduard Bazardo,No,26.7,55.4,2.0,-0.2,10.8,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Eduard Bazardo,No,30.95,58.55,0.83,0.05,4.300000000000001,2021,4.25,3.1499999999999986,-1.17,0.25,-6.5
Eduardo Rodriguez,Yes,28.23333333333333,63.76666666666667,-0.695,0.65,20.883333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Eduardo Rodriguez,Yes,23.3,63.725,-1.765,0.15,8.425,2022,-4.93333333333333,-0.041666666666671404,-1.0699999999999998,-0.5,-12.458333333333332
Edward Cabrera,No,30.566666666666663,55.86666666666667,4.836666666666667,0.1333333333333333,13.733333333333334,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Edward Cabrera,No,25.4,55.65,-4.505,-0.15,6.25,2021,-5.166666666666664,-0.21666666666666856,-9.341666666666667,-0.2833333333333333,-7.483333333333334
Edwin Diaz,No,42.96666666666667,71.48333333333333,3.395,0.5,43.21666666666667,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Edwin Diaz,No,31.0,59.51666666666667,0.1216666666666665,0.3166666666666667,25.666666666666668,2021,-11.966666666666669,-11.966666666666661,-3.2733333333333334,-0.1833333333333333,-17.55
Edwin Uceta,No,29.12,60.44,-1.518,0.02,14.52,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Edwin Uceta,No,24.380000000000003,57.42,-0.828,-0.02,4.840000000000001,2022,-4.739999999999998,-3.019999999999996,0.6900000000000001,-0.04,-9.68
Ehire Adrianza,No,25.0,25.0,0.52,0.0,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Eli Morgan,No,26.0,66.52000000000001,-0.796,0.1,13.66,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Eli Morgan,No,27.96666666666667,69.55,0.99,0.1333333333333333,23.05,2022,1.9666666666666686,3.029999999999987,1.786,0.0333333333333333,9.39
Elieser Hernandez,No,26.4,69.11666666666666,-3.265,-0.0999999999999999,13.733333333333334,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Elieser Hernandez,No,29.175,64.7,-0.685,0.0,20.775,2021,2.775000000000002,-4.416666666666657,2.58,0.0999999999999999,7.041666666666664
Elvin Rodriguez,No,22.660000000000004,51.34,-3.864,-0.18,6.7,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Elvis Peguero,No,24.166666666666668,48.46666666666667,-2.9166666666666665,-0.0666666666666666,-1.6666666666666667,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Elvis Peguero,No,19.4,48.1,-1.765,-0.05,-11.55,2021,-4.766666666666669,-0.36666666666666714,1.1516666666666666,0.016666666666666594,-9.883333333333335
Emilio Pagan,No,28.383333333333336,61.88333333333333,-0.9866666666666668,-0.05,20.53333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Emilio Pagan,No,26.73333333333333,59.333333333333336,-1.045,-0.05,19.366666666666667,2021,-1.6500000000000057,-2.549999999999997,-0.058333333333333126,-0.0,-1.1666666666666643
Emmanuel Clase,No,30.5,63.2,2.356666666666667,0.4333333333333333,24.366666666666664,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Emmanuel Clase,No,30.466666666666665,63.11666666666667,2.575,0.3333333333333333,22.1,2021,-0.03333333333333499,-0.0833333333333357,0.21833333333333327,-0.09999999999999998,-2.266666666666662
Enoli Paredes,No,25.1,34.2,-2.083333333333333,-0.0666666666666666,-8.633333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Enoli Paredes,No,24.25,64.25,0.1699999999999999,0.0,-7.15,2022,-0.8500000000000014,30.049999999999997,2.253333333333333,0.0666666666666666,1.4833333333333325
Enyel De Los Santos,No,29.766666666666666,68.51666666666667,1.61,0.15,21.73333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Enyel De Los Santos,No,25.9,66.08,-3.276,-0.04,18.12,2021,-3.866666666666667,-2.4366666666666674,-4.886,-0.19,-3.6133333333333297
Erasmo Ramirez,No,24.65,62.55,-0.07,0.0,14.2,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Erasmo Ramirez,No,26.28333333333333,65.73333333333333,1.9566666666666663,0.0666666666666666,13.883333333333333,2022,1.6333333333333329,3.183333333333337,2.0266666666666664,0.0666666666666666,-0.31666666666666643
Eric Hanhold,,24.9,46.8,-7.0,-0.1,6.4,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Eric Lauer,No,27.6,61.36666666666667,1.16,0.1999999999999999,15.716666666666669,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Eric Lauer,No,25.366666666666664,60.68333333333334,2.148333333333333,0.2666666666666666,14.416666666666666,2021,-2.233333333333338,-0.68333333333333,0.9883333333333331,0.06666666666666671,-1.3000000000000025
Eric Sogard,,17.166666666666668,51.86666666666667,-0.2666666666666666,-0.0333333333333333,3.7,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Eric Stout,No,30.125,60.3,-1.9025,-0.025,16.924999999999997,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Eric Yardley,,19.466666666666665,50.86666666666667,-2.123333333333333,-0.1333333333333333,-5.966666666666666,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Erich Uelmen,No,28.1,59.7,-1.1033333333333333,-0.0666666666666666,10.766666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Erick Fedde,No,24.73333333333333,61.41666666666666,-3.063333333333333,0.0833333333333333,8.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Erick Fedde,No,25.0,62.3,-3.231666666666667,0.2166666666666666,12.566666666666668,2021,0.26666666666666927,0.88333333333334,-0.1683333333333339,0.1333333333333333,4.466666666666669
Erik Swanson,No,25.74,58.42,0.2459999999999999,0.06,14.54,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Erik Swanson,No,30.0,63.63333333333333,1.59,0.3,29.8,2022,4.260000000000002,5.213333333333331,1.344,0.24,15.260000000000002
Ernie Clement,No,17.05,55.0,-1.53,-0.05,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Ervin Santana,,25.96666666666667,59.55,0.0166666666666667,0.0,9.95,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Ethan Roberts,No,19.2,50.0,-6.2,-0.3,7.9,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Ethan Small,No,27.2,46.1,-1.22,-0.05,-2.8,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Evan Lee,No,21.2,55.8,-1.92,0.0,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Evan Marshall,,25.33333333333333,55.3,-1.18,0.0,16.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Evan Phillips,No,27.6,67.45,-0.075,0.05,10.95,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Evan Phillips,No,33.15,67.51666666666667,3.9533333333333336,0.3999999999999999,26.7,2022,5.549999999999997,0.06666666666666288,4.028333333333333,0.3499999999999999,15.75
Felix Bautista,No,30.016666666666666,60.333333333333336,2.9266666666666663,0.2166666666666666,24.65,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Felix Pena,,26.2,43.8,-6.92,0.0,-12.5,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Fernando Abad,,23.4,58.85,0.1199999999999999,0.1,3.55,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Fernando Cruz,No,30.0,56.3,0.71,0.3,18.8,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Foster Griffin,No,29.76666666666667,50.56666666666666,-1.393333333333333,-0.0333333333333333,1.2,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Framber Valdez,No,28.85,58.68333333333334,3.553333333333333,0.75,14.666666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Framber Valdez,No,28.42,52.52,2.866,0.4,11.74,2021,-0.4299999999999997,-6.163333333333334,-0.6873333333333327,-0.35,-2.926666666666666
Francisco Mejia,,23.8,62.5,-2.45,-0.05,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Francisco Morales,No,25.75,66.8,-1.32,-0.05,-14.55,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Francisco Perez,No,23.1,61.46666666666667,-1.3766666666666667,-0.0666666666666666,1.0333333333333332,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Francisco Perez,No,24.950000000000003,46.65,-0.08,0.05,-1.0999999999999996,2021,1.8500000000000014,-14.81666666666667,1.2966666666666666,0.1166666666666666,-2.133333333333333
Frank German,No,19.0,60.9,-4.82,-0.2,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Frank Schwindel,No,14.3,72.2,-4.51,-0.2,-5.6,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Frankie Montas,No,24.96666666666667,59.01666666666667,-0.7949999999999999,0.35,15.333333333333334,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Frankie Montas,No,29.28333333333333,64.95,2.0883333333333334,0.6833333333333332,19.383333333333333,2021,4.316666666666663,5.93333333333333,2.8833333333333333,0.33333333333333326,4.049999999999999
Franmil Reyes,No,40.0,66.7,0.42,0.0,33.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Freddy Peralta,No,29.25,57.85,1.755,0.5,19.775,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Freddy Peralta,No,31.21666666666667,61.53333333333333,4.71,0.65,23.683333333333334,2021,1.9666666666666686,3.68333333333333,2.955,0.15000000000000002,3.908333333333335
Freddy Tarnok,No,60.0,100.0,-0.46,0.0,33.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Gabe Klobosits,,22.2,69.8,-1.575,0.05,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Gabe Speier,No,20.73333333333333,43.53333333333333,0.51,0.0333333333333333,8.666666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Gabe Speier,No,29.5,69.7,0.26,0.2,15.2,2021,8.76666666666667,26.16666666666667,-0.25,0.1666666666666667,6.533333333333333
Garrett Cleavinger,No,33.9,55.17999999999999,-0.0279999999999999,0.0399999999999999,29.32,2022,-0.0,-0.0,-0.0,-0.0,-0.0
