Name,Team,K-BB%
Robert Dugger,- - -,28.9
Robert Dugger,CIN,5.699999999999999
Robert Gsellman,CHC,9.4
Robert Stephenson,COL,9.125
Robert Stephenson,PIT,34.8
Robert Stephenson,- - -,13.3
Robert Suarez,SDP,15.7
Roenis Elias,SEA,7.5
Ron Marinaccio,NYY,18.933333333333334
Ronald Bolanos,KCR,-5.333333333333333
Ronel Blanco,HOU,9.4
Ronny Henriquez,MIN,12.0
Rony Garcia,DET,13.55
Ross Detwiler,CIN,14.35
Ross Stripling,TOR,17.216666666666665
Rowan Wick,CHC,15.066666666666668
Ryan Borucki,SEA,10.466666666666667
Ryan Borucki,TOR,5.55
Ryan Brasier,BOS,19.650000000000002
Ryan Burr,CHW,4.55
Ryan Castellani,OAK,9.1
Ryan Feltner,COL,12.299999999999999
Ryan Helsley,STL,33.85
Ryan Hendrix,CIN,10.0
Ryan McKenna,BAL,-10.0
Ryan Pepiot,LAD,11.25
Ryan Pressly,HOU,26.383333333333336
Ryan Tepera,LAA,10.633333333333333
Ryan Thompson,TBR,15.76
Ryan Weathers,SDP,-4.8
Ryan Weber,NYY,5.8
Ryan Yarbrough,TBR,9.219999999999999
Ryne Nelson,ARI,14.5
Ryne Stanek,HOU,13.6
Sam Clay,WSN,-14.149999999999999
Sam Clay,NYM,16.7
Sam Coonrod,PHI,10.85
Sam Hentges,CLE,22.400000000000002
Sam Howard,PIT,-25.0
Sam Moll,OAK,11.166666666666666
Sam Selman,OAK,18.033333333333335
Sammy Long,SFG,8.9
Sandy Alcantara,MIA,17.45
Sandy Leon,CLE,0.0
Scott Alexander,SFG,19.4
Scott Barlow,KCR,18.916666666666668
Scott Effross,CHC,22.625
Scott Effross,NYY,14.649999999999999
Sean Doolittle,WSN,35.3
Sean Hjelle,SFG,22.599999999999998
Sean Manaea,SDP,15.916666666666666
Sean Newcomb,- - -,2.7
Sean Newcomb,CHC,11.85
Sean Poppen,ARI,7.8
Sean Reid-Foley,NYM,2.3
Seranthony Dominguez,PHI,20.150000000000002
Sergio Romo,TOR,7.1
Sergio Romo,SEA,16.866666666666667
Seth Lugo,NYM,18.2
Seth Martinez,HOU,13.9
Shane Baz,TBR,17.6
Shane Bieber,CLE,20.0
Shane Greene,NYY,0.0
Shane Greene,LAD,12.5
Shane McClanahan,TBR,23.233333333333334
Shaun Anderson,TOR,0.0
Shawn Armstrong,TBR,22.3
Shawn Armstrong,MIA,5.9
Shelby Miller,SFG,36.7
Sheldon Neuse,OAK,0.0
Shohei Ohtani,LAA,27.21666666666667
Silvino Bracho,ATL,10.7
Simeon Woods Richardson,MIN,5.0
Sonny Gray,MIN,15.4
Spencer Howard,TEX,14.133333333333333
Spencer Patton,TEX,6.9
Spencer Strider,ATL,28.96666666666667
Spenser Watkins,BAL,6.8999999999999995
Stephen Nogosek,NYM,23.560000000000002
Stephen Strasburg,WSN,13.0
Steve Cishek,WSN,16.099999999999998
Steven Brault,CHC,7.55
Steven Matz,STL,20.175
Steven Okert,MIA,16.383333333333333
Steven Wilson,SDP,14.35
T.J. McFarland,STL,-1.4199999999999995
T.J. Zeuch,CIN,-3.1
Taijuan Walker,NYM,12.550000000000002
Tanner Banks,CHW,16.133333333333336
Tanner Houck,BOS,13.8
Tanner Rainey,WSN,18.3
Tanner Scott,MIA,17.016666666666666
Tanner Tully,CLE,-9.566666666666668
Tarik Skubal,DET,16.740000000000002
Tayler Saucedo,TOR,-6.7
Tayler Scott,SDP,10.65
Taylor Clarke,KCR,25.75
Taylor Hearn,TEX,14.0
Taylor Rogers,SDP,22.525
Taylor Rogers,MIL,27.4
Taylor Widener,ARI,5.5
Thomas Hatch,TOR,7.7
Thomas Szapucki,NYM,-7.7
Thomas Szapucki,SFG,27.35
Tim Hill,SDP,5.3
Tim Mayza,TOR,16.533333333333335
Tommy Henry,ARI,8.55
Tommy Hunter,NYM,18.5
Tommy Kahnle,LAD,22.75
Tommy Milone,SEA,-0.5
Tommy Nance,MIA,18.639999999999997
Tommy Romero,WSN,-8.7
Tommy Romero,TBR,13.849999999999998
Tony Gonsolin,LAD,18.766666666666666
Tony Santillan,CIN,4.533333333333332
Touki Toussaint,LAA,13.433333333333332
Travis Lakins Sr.,BAL,3.55
Trent Thornton,TOR,7.983333333333334
Trevor Gott,MIL,16.0
Trevor Kelley,MIL,10.440000000000001
Trevor May,NYM,11.55
Trevor Megill,MIN,16.52
Trevor Richards,TOR,16.616666666666667
Trevor Rogers,MIA,14.333333333333334
Trevor Stephan,CLE,24.366666666666664
Trevor Williams,NYM,14.216666666666667
Triston McKenzie,CLE,19.166666666666668
Tucker Barnhart,DET,0.0
Tucker Davidson,ATL,-2.6
Tucker Davidson,LAA,0.7500000000000002
Ty Blach,COL,10.016666666666667
Tyler Alexander,DET,8.64
Tyler Anderson,LAD,14.916666666666666
Tyler Beede,PIT,5.5
Tyler Beede,- - -,0.0
Tyler Beede,SFG,-5.7
Tyler Clippard,WSN,4.75
Tyler Cyr,PHI,0.0
Tyler Cyr,OAK,21.2
Tyler Danish,BOS,10.48
Tyler Duffey,MIN,12.12
Tyler Gilbert,ARI,7.625
Tyler Glasnow,TBR,30.8
Tyler Holton,ARI,11.25
Tyler Kinley,COL,20.566666666666666
Tyler Mahle,MIN,7.7
Tyler Mahle,CIN,16.475
Tyler Matzek,ATL,1.4999999999999996
Tyler Rogers,SFG,9.25
Tyler Thornburg,ATL,10.4
Tyler Thornburg,MIN,-5.0
Tyler Wells,BAL,10.72
Tylor Megill,NYM,18.225
Tyson Miller,TEX,-5.15
Victor Arano,WSN,13.716666666666667
Victor Caratini,MIL,-14.3
Vince Velasquez,CHW,12.216666666666669
Vinny Nittoli,PHI,0.0
Vladimir Gutierrez,CIN,-0.6999999999999996
Wade Miley,CHC,8.066666666666666
Walker Buehler,LAD,17.433333333333334
Wandy Peralta,NYY,13.799999999999999
Whit Merrifield,TOR,0.0
Wil Crowe,PIT,8.6
Wil Myers,SDP,0.0
Will Smith,ATL,11.6
Will Smith,HOU,22.35
Will Vest,DET,17.066666666666666
William Woods,ATL,12.5
Willians Astudillo,MIA,-29.15
Wily Peralta,DET,3.6599999999999993
Wyatt Mills,KCR,18.3
Wyatt Mills,SEA,5.75
Xzavion Curry,CLE,-5.45
Yadier Molina,STL,10.0
Yency Almonte,LAD,15.080000000000002
Yennier Cano,MIN,2.566666666666667
Yennier Cano,BAL,7.4
Yerry De Los Santos,PIT,13.2
Yerry Rodriguez,TEX,25.0
Yimi Garcia,TOR,18.2
Yoan Lopez,NYM,13.12
Yohan Ramirez,CLE,0.0
Yohan Ramirez,PIT,5.95
Yohan Ramirez,SEA,10.0
Yolmer Sanchez,BOS,0.0
Yonny Chirinos,TBR,16.7
Yu Chang,TBR,0.0
Yu Darvish,SDP,20.28333333333333
Yunior Marte,SFG,8.9
Yusei Kikuchi,TOR,13.0
Zac Gallen,ARI,19.733333333333334
Zac Lowther,BAL,-3.6
Zach Davies,ARI,8.440000000000001
Zach Eflin,PHI,18.9
Zach Jackson,OAK,17.619999999999997
Zach Logue,OAK,6.26
Zach Plesac,CLE,9.383333333333333
Zach Pop,TOR,10.5
Zach Pop,MIA,18.733333333333334
Zach Thompson,PIT,8.049999999999999
Zack Britton,NYY,-55.6
Zack Greinke,KCR,8.366666666666667
Zack Kelly,BOS,28.75
Zack Littell,SFG,12.133333333333333
Zack Thompson,STL,9.6
Zack Weiss,LAA,19.6
Zack Wheeler,PHI,21.183333333333334
