Name,Team,RE24
Paul Fry,ARI,-0.48
Paul Fry,BAL,-2.0149999999999997
Paul Sewald,SEA,0.8466666666666667
Pedro Avila,SDP,-1.18
Pedro Baez,HOU,-5.23
Penn Murfee,SEA,1.3550000000000002
Pete Fairbanks,TBR,2.7099999999999995
Peter Strzelecki,MIL,1.1400000000000001
Phil Bickford,LAD,-0.36999999999999994
Phil Gosselin,LAA,1.03
Phil Maton,HOU,0.018333333333333385
Phillip Diehl,CIN,-2.555
Phillips Valdez,BOS,-0.42749999999999994
Phoenix Sanders,TBR,0.6233333333333334
Pierce Johnson,SDP,-0.38000000000000006
R.J. Alvarez,NYM,-2.14
Rafael Montero,HOU,1.9366666666666665
Raisel Iglesias,LAA,-0.8950000000000001
Raisel Iglesias,ATL,5.495
Ralph Garza,TBR,0.044000000000000004
Randal Grichuk,COL,0.63
Ranger Suarez,PHI,1.0266666666666666
Ray Kerr,SDP,-1.0225
Raynel Espinal,CIN,-1.01
Reed Garrett,WSN,-2.146666666666667
Reese McGuire,BOS,0.52
Reid Detmers,LAA,1.0483333333333333
Reiss Knehr,SDP,0.3600000000000001
Reiver Sanmartin,CIN,-1.7366666666666664
Reyes Moronta,- - -,-0.19
Reyes Moronta,ARI,-2.81
Reyes Moronta,LAD,0.375
Reynaldo Lopez,CHW,1.5883333333333332
Rich Hill,BOS,-0.8500000000000001
Richard Bleier,MIA,-0.9899999999999999
Rico Garcia,BAL,0.13749999999999998
Riley O'Brien,SEA,0.4
Roansy Contreras,PIT,0.25666666666666665
Rob Zastryzny,LAA,0.97
Rob Zastryzny,NYM,0.09
Robbie Erlin,LAD,-1.03
Robbie Ray,SEA,0.34833333333333344
Robert Dugger,CIN,-0.725
Robert Dugger,- - -,-2.65
Robert Gsellman,CHC,-2.3
Robert Stephenson,PIT,2.47
Robert Stephenson,- - -,-3.07
Robert Stephenson,COL,-0.1525
Robert Suarez,SDP,2.13
Roenis Elias,SEA,0.125
Ron Marinaccio,NYY,1.3016666666666665
Ronald Bolanos,KCR,-0.4200000000000001
Ronel Blanco,HOU,-3.26
Ronny Henriquez,MIN,1.62
Rony Garcia,DET,-0.41250000000000003
Ross Detwiler,CIN,-0.7049999999999998
Ross Stripling,TOR,2.5566666666666666
Rowan Wick,CHC,-1.5183333333333333
Ryan Borucki,TOR,-3.4850000000000003
Ryan Borucki,SEA,-0.3366666666666667
Ryan Brasier,BOS,-2.225
Ryan Burr,CHW,-1.8699999999999999
Ryan Castellani,OAK,-0.67
Ryan Feltner,COL,-1.5466666666666669
Ryan Helsley,STL,3.7116666666666664
Ryan Hendrix,CIN,-0.2333333333333333
Ryan McKenna,BAL,-3.79
Ryan Pepiot,LAD,0.2025000000000001
Ryan Pressly,HOU,1.0416666666666667
Ryan Tepera,LAA,-0.21999999999999997
Ryan Thompson,TBR,-1.4459999999999997
Ryan Weathers,SDP,-2.39
Ryan Weber,NYY,1.3499999999999999
Ryan Yarbrough,TBR,-1.084
Ryne Nelson,ARI,5.0
Ryne Stanek,HOU,2.1666666666666665
Sam Clay,WSN,-1.485
Sam Clay,NYM,-0.5
Sam Coonrod,PHI,-2.4400000000000004
Sam Hentges,CLE,2.165
Sam Howard,PIT,-1.49
Sam Moll,OAK,0.6133333333333336
Sam Selman,OAK,-0.6433333333333332
Sammy Long,SFG,-0.8320000000000001
Sandy Alcantara,MIA,6.881666666666667
Sandy Leon,CLE,0.96
Scott Alexander,SFG,4.01
Scott Barlow,KCR,2.151666666666667
Scott Effross,NYY,1.665
Scott Effross,CHC,2.2925
Sean Doolittle,WSN,4.4
Sean Hjelle,SFG,-1.1375000000000002
Sean Manaea,SDP,-2.8049999999999997
Sean Newcomb,CHC,-2.05
Sean Newcomb,- - -,-6.58
Sean Poppen,ARI,0.38399999999999995
Sean Reid-Foley,NYM,-3.75
Seranthony Dominguez,PHI,1.2866666666666668
Sergio Romo,TOR,-1.33
Sergio Romo,SEA,-1.8266666666666669
Seth Lugo,NYM,0.33166666666666667
Seth Martinez,HOU,1.5616666666666665
Shane Baz,TBR,-0.9
Shane Bieber,CLE,4.456666666666667
Shane Greene,NYY,-1.51
Shane Greene,LAD,0.94
Shane McClanahan,TBR,3.896666666666667
Shaun Anderson,TOR,-1.49
Shawn Armstrong,MIA,-6.26
Shawn Armstrong,TBR,-0.458
Shelby Miller,SFG,-0.02
Sheldon Neuse,OAK,0.7033333333333333
Shohei Ohtani,LAA,5.441666666666667
Silvino Bracho,ATL,-0.625
Simeon Woods Richardson,MIN,-0.69
Sonny Gray,MIN,1.9800000000000002
Spencer Howard,TEX,-5.6499999999999995
Spencer Patton,TEX,0.21
Spencer Strider,ATL,4.633333333333334
Spenser Watkins,BAL,-1.4283333333333335
Stephen Nogosek,NYM,0.061999999999999944
Stephen Strasburg,WSN,-4.83
Steve Cishek,WSN,-0.9833333333333333
Steven Brault,CHC,-1.525
Steven Matz,STL,-1.5425
Steven Okert,MIA,0.725
Steven Wilson,SDP,-0.27833333333333343
T.J. McFarland,STL,-1.8439999999999999
T.J. Zeuch,CIN,-11.38
Taijuan Walker,NYM,2.0733333333333337
Tanner Banks,CHW,0.16333333333333322
Tanner Houck,BOS,1.818
Tanner Rainey,WSN,-0.007500000000000062
Tanner Scott,MIA,-1.205
Tanner Tully,CLE,-0.3866666666666667
Tarik Skubal,DET,0.7020000000000001
Tayler Saucedo,TOR,-4.31
Tayler Scott,SDP,-1.925
Taylor Clarke,KCR,-0.8916666666666669
Taylor Hearn,TEX,-1.5383333333333333
Taylor Rogers,SDP,-0.44999999999999996
Taylor Rogers,MIL,-2.81
Taylor Widener,ARI,-0.7074999999999999
Thomas Hatch,TOR,-7.76
Thomas Szapucki,SFG,0.585
Thomas Szapucki,NYM,-8.31
Tim Hill,SDP,0.7083333333333334
Tim Mayza,TOR,0.6966666666666667
Tommy Henry,ARI,-1.8550000000000002
Tommy Hunter,NYM,0.5575
Tommy Kahnle,LAD,0.855
Tommy Milone,SEA,-1.125
Tommy Nance,MIA,-1.6059999999999999
Tommy Romero,TBR,-1.115
Tommy Romero,WSN,-6.43
Tony Gonsolin,LAD,5.273333333333333
Tony Santillan,CIN,-1.6366666666666667
Touki Toussaint,LAA,-1.0333333333333332
Travis Lakins Sr.,BAL,-4.055
Trent Thornton,TOR,0.9166666666666666
Trevor Gott,MIL,0.4183333333333333
Trevor Kelley,MIL,-0.68
Trevor May,NYM,-0.23749999999999993
Trevor Megill,MIN,-1.28
Trevor Richards,TOR,-1.9100000000000001
Trevor Rogers,MIA,-2.981666666666667
Trevor Stephan,CLE,0.68
Trevor Williams,NYM,0.3016666666666668
Triston McKenzie,CLE,4.31
Tucker Barnhart,DET,-0.52
Tucker Davidson,LAA,-5.295
Tucker Davidson,ATL,-1.36
Ty Blach,COL,-0.63
Tyler Alexander,DET,-2.732
Tyler Anderson,LAD,4.841666666666666
Tyler Beede,- - -,-5.55
Tyler Beede,PIT,-0.12000000000000005
Tyler Beede,SFG,0.5
Tyler Clippard,WSN,-0.755
Tyler Cyr,PHI,-0.9
Tyler Cyr,OAK,3.11
Tyler Danish,BOS,-0.976
Tyler Duffey,MIN,-1.216
Tyler Gilbert,ARI,-1.0125
Tyler Glasnow,TBR,2.3
Tyler Holton,ARI,0.35750000000000004
Tyler Kinley,COL,2.69
Tyler Mahle,CIN,1.2225000000000001
Tyler Mahle,MIN,-0.10000000000000009
Tyler Matzek,ATL,0.8540000000000001
Tyler Rogers,SFG,-0.11999999999999982
Tyler Thornburg,MIN,1.1
Tyler Thornburg,ATL,-1.25
Tyler Wells,BAL,0.376
Tylor Megill,NYM,-0.57
Tyson Miller,TEX,-4.73
Victor Arano,WSN,-1.7083333333333333
Victor Caratini,MIL,-2.53
Vince Velasquez,CHW,-1.5649999999999997
Vinny Nittoli,PHI,0.97
Vladimir Gutierrez,CIN,-4.55
Wade Miley,CHC,-0.7633333333333335
Walker Buehler,LAD,0.7466666666666667
Wandy Peralta,NYY,1.5650000000000002
Whit Merrifield,TOR,-1.53
Wil Crowe,PIT,-0.35666666666666663
Wil Myers,SDP,-0.47333333333333333
Will Smith,HOU,0.9950000000000001
Will Smith,ATL,-1.5075
Will Vest,DET,-0.0866666666666666
William Woods,ATL,0.5
Willians Astudillo,MIA,0.51
Wily Peralta,DET,0.9099999999999999
Wyatt Mills,KCR,-0.6933333333333334
Wyatt Mills,SEA,-0.6299999999999999
Xzavion Curry,CLE,-0.885
Yadier Molina,STL,-1.54
Yency Almonte,LAD,2.456
Yennier Cano,BAL,-4.49
Yennier Cano,MIN,-2.0533333333333332
Yerry De Los Santos,PIT,-1.8074999999999999
Yerry Rodriguez,TEX,0.47
Yimi Garcia,TOR,1.04
Yoan Lopez,NYM,-0.546
Yohan Ramirez,CLE,-0.04
Yohan Ramirez,SEA,-2.42
Yohan Ramirez,PIT,1.81
Yolmer Sanchez,BOS,-0.48
Yonny Chirinos,TBR,2.77
Yu Chang,TBR,-2.11
Yu Darvish,SDP,4.9383333333333335
Yunior Marte,SFG,-1.4883333333333333
Yusei Kikuchi,TOR,-3.283333333333333
Zac Gallen,ARI,6.446666666666666
Zac Lowther,BAL,-4.92
Zach Davies,ARI,0.32799999999999996
Zach Eflin,PHI,0.39999999999999997
Zach Jackson,OAK,0.174
Zach Logue,OAK,-4.093999999999999
Zach Plesac,CLE,-1.515
Zach Pop,MIA,0.8433333333333334
Zach Pop,TOR,1.98
Zach Thompson,PIT,-2.605
Zack Britton,NYY,-3.23
Zack Greinke,KCR,0.3699999999999999
Zack Kelly,BOS,-0.08000000000000002
Zack Littell,SFG,-0.8283333333333335
Zack Thompson,STL,1.26
Zack Weiss,LAA,-0.96
Zack Wheeler,PHI,3.78
