Name,Team,Type,CSW%,F-Strike%,RE24,WAR,K-BB%,CSW%Diff,F-Strike%Diff,RE24Diff
Dakota Hudson,STL,Starter,22.933333333333334,59.3,-0.3683333333333334,0.15,2.8666666666666667,-0.0,-0.0,-0.0
Dallas Keuchel,TEX,Starter,26.75,67.15,-4.195,0.05,6.5,-0.0,-0.0,-0.0
Dallas Keuchel,ARI,Starter,25.35,48.8,-5.68,0.0,14.3,-3.6499999999999986,-9.950000000000003,-5.295
Dallas Keuchel,CHW,Starter,23.1,57.2,-9.49,-0.15,0.3999999999999999,-2.25,8.400000000000006,-3.8100000000000005
Damon Jones,PHI,Reliever,26.7,38.5,-1.05,0.0,0.0,-0.0,-0.0,-0.0
Dane Dunning,TEX,Starter,27.71666666666667,59.38333333333333,-0.9866666666666668,0.1666666666666666,11.183333333333332,-0.0,-0.0,-0.0
Daniel Bard,COL,Reliever,31.183333333333334,59.3,2.703333333333333,0.3166666666666666,18.816666666666663,-0.0,-0.0,-0.0
Daniel Castano,MIA,Reliever,20.225,55.6,-1.0175,0.0,8.325,-0.0,-0.0,-0.0
Daniel Duarte,CIN,Reliever,16.9,78.6,-2.55,-0.1,-7.1,-0.0,-0.0,-0.0
Daniel Hudson,LAD,Reliever,27.766666666666666,53.23333333333333,1.87,0.2666666666666666,25.83333333333333,-0.0,-0.0,-0.0
Daniel Lynch,KCR,Starter,25.0,58.28333333333333,-2.8683333333333336,0.1333333333333333,12.633333333333333,-0.0,-0.0,-0.0
Daniel Mengden,KCR,Reliever,29.55,74.6,-1.09,0.05,20.2,-0.0,-0.0,-0.0
Daniel Norris,DET,Reliever,30.4,61.8,1.3199999999999998,0.0,14.05,-0.0,-0.0,-0.0
Daniel Norris,CHC,Reliever,31.25,54.175,-2.8725,-0.1,15.125,0.8500000000000014,-7.625,-4.1925
Danny Coulombe,MIN,Reliever,24.3,61.25,1.38,0.05,-1.2999999999999998,-0.0,-0.0,-0.0
Danny Young,SEA,Reliever,42.7,85.0,-1.27,0.0,15.0,-0.0,-0.0,-0.0
Danny Young,ATL,Reliever,33.3,66.7,1.31,0.0,8.3,-9.400000000000006,-18.299999999999997,2.58
Dany Jimenez,OAK,Reliever,33.5,62.85,0.8150000000000001,0.125,9.125,-0.0,-0.0,-0.0
Darick Hall,PHI,Reliever,33.3,50.0,-0.5,0.0,0.0,-0.0,-0.0,-0.0
Darin Ruf,NYM,Reliever,14.3,85.7,1.04,0.0,0.0,-0.0,-0.0,-0.0
Darren O'Day,ATL,Reliever,26.3,64.6,-0.555,0.025,16.375,-0.0,-0.0,-0.0
Darwinzon Hernandez,BOS,Reliever,28.75,48.6,-7.195,-0.25,1.1999999999999993,-0.0,-0.0,-0.0
Daulton Jefferies,OAK,Reliever,25.5,58.55,-4.375,0.2,11.45,-0.0,-0.0,-0.0
Dauri Moreta,CIN,Reliever,28.416666666666668,59.28333333333333,-0.3383333333333332,-0.0666666666666666,20.466666666666665,-0.0,-0.0,-0.0
David Bednar,PIT,Reliever,31.56,59.88,1.202,0.3,24.24,-0.0,-0.0,-0.0
David McKay,NYY,Reliever,28.6,55.6,0.91,0.0,-11.1,-0.0,-0.0,-0.0
David McKay,- - -,Reliever,20.4,60.9,-4.06,-0.1,0.0,-8.200000000000003,5.299999999999997,-4.97
David Peterson,NYM,Starter,27.8,51.35,-0.1199999999999999,0.2333333333333333,16.333333333333332,-0.0,-0.0,-0.0
David Phelps,TOR,Reliever,26.933333333333334,60.55,1.505,0.1333333333333333,12.416666666666666,-0.0,-0.0,-0.0
David Price,LAD,Reliever,26.066666666666663,63.18333333333334,0.7933333333333334,0.0166666666666666,14.1,-0.0,-0.0,-0.0
David Robertson,PHI,Reliever,31.15,63.5,1.87,0.15,14.65,-0.0,-0.0,-0.0
David Robertson,CHC,Reliever,34.5,67.95,2.63,0.125,19.825,3.3500000000000014,4.450000000000003,0.7599999999999998
Davis Martin,CHW,Reliever,26.82,65.92,-1.032,0.12,11.66,-0.0,-0.0,-0.0
Dean Kremer,BAL,Starter,25.525,65.225,3.235,0.45,11.05,-0.0,-0.0,-0.0
Dee Strange-Gordon,WSN,Reliever,14.3,50.0,-2.47,-0.1,-37.5,-0.0,-0.0,-0.0
Dennis Santana,TEX,Reliever,28.933333333333334,51.56666666666666,-1.36,0.15,10.683333333333332,-0.0,-0.0,-0.0
Denyi Reyes,BAL,Reliever,21.15,61.900000000000006,0.77,0.05,4.55,-0.0,-0.0,-0.0
Dereck Rodriguez,MIN,Reliever,24.35,56.85,-0.845,-0.0999999999999999,0.7000000000000002,-0.0,-0.0,-0.0
Derek Law,- - -,Reliever,26.9,58.8,1.14,0.1,0.0,-0.0,-0.0,-0.0
Derek Law,CIN,Reliever,28.2,66.2,-2.12,0.0,11.8,-0.0,-1.6999999999999957,-4.67
Derek Law,DET,Reliever,26.9,57.1,-3.53,-0.2,14.3,-1.3000000000000007,-9.100000000000001,-1.4099999999999997
Devin Smeltzer,MIN,Starter,24.6,60.25,0.615,0.0249999999999999,5.85,-0.0,-0.0,-0.0
Devin Williams,MIL,Reliever,33.96666666666666,58.16666666666666,2.078333333333333,0.35,27.48333333333333,-0.0,-0.0,-0.0
Diego Castillo,PIT,Reliever,22.05,28.6,-3.495,-0.05,-13.4,-0.0,-0.0,-0.0
Diego Castillo,SEA,Reliever,27.8,55.583333333333336,-0.7016666666666667,0.0499999999999999,14.45,5.75,26.983333333333334,2.7933333333333334
Dillon Peters,PIT,Reliever,25.42,60.98,-0.292,0.0,3.86,-0.0,-0.0,-0.0
Dillon Tate,BAL,Reliever,29.65,64.53333333333333,2.4616666666666664,0.0833333333333333,15.783333333333331,-0.0,-0.0,-0.0
Dinelson Lamet,SDP,Reliever,30.83333333333333,66.43333333333334,-3.686666666666667,-0.0333333333333333,7.266666666666666,-0.0,-0.0,-0.0
Dinelson Lamet,COL,Reliever,32.9,54.4,0.5050000000000001,0.15,21.1,2.06666666666667,-12.033333333333339,4.191666666666667
Domingo Acevedo,OAK,Reliever,28.116666666666664,58.55,0.9166666666666666,-0.0166666666666666,15.783333333333331,-0.0,-0.0,-0.0
Domingo German,NYY,Starter,27.9,64.63333333333333,0.4466666666666667,0.2666666666666666,13.666666666666666,-0.0,-0.0,-0.0
Domingo Tapia,OAK,Reliever,22.2,51.28,-1.956,-0.02,-3.3600000000000003,-0.0,-0.0,-0.0
Dominic Leone,SFG,Reliever,28.45,60.06666666666666,-0.625,0.0166666666666666,12.85,-0.0,-0.0,-0.0
Donovan Walton,SFG,Reliever,23.8,42.9,-2.53,-0.1,-14.3,-0.0,-0.0,-0.0
Drew Carlton,DET,Reliever,25.4,55.75,-0.125,0.0,19.9,-0.0,-0.0,-0.0
Drew Hutchison,DET,Starter,23.183333333333334,62.5,-1.205,0.0333333333333333,4.3,-0.0,-0.0,-0.0
Drew Rasmussen,TBR,Starter,25.98333333333333,63.43333333333334,2.5250000000000004,0.4833333333333333,14.983333333333333,-0.0,-0.0,-0.0
Drew Smith,NYM,Reliever,28.96,56.66,-0.3839999999999999,-0.02,21.44,-0.0,-0.0,-0.0
Drew Smyly,CHC,Starter,27.28,67.82000000000001,2.076,0.2799999999999999,14.419999999999998,-0.0,-0.0,-0.0
Drew Steckenrider,SEA,Reliever,21.25,51.15,-1.98,0.0,7.4,-0.0,-0.0,-0.0
Drew VerHagen,STL,Reliever,26.3,59.15,-1.93,-0.175,4.525,-0.0,-0.0,-0.0
Drey Jameson,ARI,Reliever,27.6,58.2,7.05,0.5,17.3,-0.0,-0.0,-0.0
Duane Underwood Jr.,PIT,Reliever,23.98333333333333,63.98333333333333,-0.7200000000000001,0.15,10.716666666666669,-0.0,-0.0,-0.0
Dusten Knight,TBR,Reliever,27.475,60.3,-0.8425,-0.025,11.175,-0.0,-0.0,-0.0
Dustin May,LAD,Reliever,29.3,58.9,-0.975,0.15,15.1,-0.0,-0.0,-0.0
Dylan Bundy,MIN,Starter,26.633333333333336,67.63333333333334,-2.168333333333333,0.1166666666666666,11.416666666666666,-0.0,-0.0,-0.0
Dylan Cease,CHW,Starter,29.883333333333336,58.13333333333333,5.625,0.75,20.1,-0.0,-0.0,-0.0
Dylan Coleman,KCR,Reliever,28.616666666666664,54.13333333333333,1.18,0.0666666666666666,12.283333333333331,-0.0,-0.0,-0.0
Dylan Floro,MIA,Reliever,27.54,63.36,0.602,0.1399999999999999,13.66,-0.0,-0.0,-0.0
Dylan Lee,ATL,Reliever,31.52,61.42,1.372,0.22,23.58,-0.0,-0.0,-0.0
Easton McGee,TBR,Reliever,21.7,57.1,0.41,0.0,7.1,-0.0,-0.0,-0.0
Eduard Bazardo,BOS,Reliever,26.7,55.4,2.0,-0.2,10.8,-0.0,-0.0,-0.0
Eduardo Rodriguez,DET,Starter,23.3,63.725,-1.765,0.15,8.425,-0.0,-0.0,-0.0
Edward Cabrera,MIA,Starter,30.566666666666663,55.86666666666667,4.836666666666667,0.1333333333333333,13.733333333333334,-0.0,-0.0,-0.0
Edwin Diaz,NYM,Reliever,42.96666666666667,71.48333333333333,3.395,0.5,43.21666666666667,-0.0,-0.0,-0.0
Edwin Uceta,ARI,Reliever,24.380000000000003,57.42,-0.828,-0.02,4.840000000000001,-0.0,-0.0,-0.0
Ehire Adrianza,WSN,Reliever,25.0,25.0,0.52,0.0,0.0,-0.0,-0.0,-0.0
Eli Morgan,CLE,Reliever,27.96666666666667,69.55,0.99,0.1333333333333333,23.05,-0.0,-0.0,-0.0
Elieser Hernandez,MIA,Reliever,26.4,69.11666666666666,-3.265,-0.0999999999999999,13.733333333333334,-0.0,-0.0,-0.0
Elvin Rodriguez,DET,Reliever,22.660000000000004,51.34,-3.864,-0.18,6.7,-0.0,-0.0,-0.0
Elvis Peguero,LAA,Reliever,24.166666666666668,48.46666666666667,-2.9166666666666665,-0.0666666666666666,-1.6666666666666667,-0.0,-0.0,-0.0
Emilio Pagan,MIN,Reliever,28.383333333333336,61.88333333333333,-0.9866666666666668,-0.05,20.53333333333333,-0.0,-0.0,-0.0
Emmanuel Clase,CLE,Reliever,30.5,63.2,2.356666666666667,0.4333333333333333,24.366666666666664,-0.0,-0.0,-0.0
Enoli Paredes,HOU,Reliever,24.25,64.25,0.1699999999999999,0.0,-7.15,-0.0,-0.0,-0.0
Enyel De Los Santos,CLE,Reliever,29.766666666666666,68.51666666666667,1.61,0.15,21.73333333333333,-0.0,-0.0,-0.0
Erasmo Ramirez,WSN,Reliever,26.28333333333333,65.73333333333333,1.9566666666666663,0.0666666666666666,13.883333333333333,-0.0,-0.0,-0.0
Eric Lauer,MIL,Starter,27.6,61.36666666666667,1.16,0.1999999999999999,15.716666666666669,-0.0,-0.0,-0.0
Eric Stout,PIT,Reliever,30.0,58.16666666666666,-2.47,-0.0333333333333333,11.466666666666669,-0.0,-0.0,-0.0
Eric Stout,CHC,Reliever,30.5,66.7,-0.2,0.0,33.3,0.5,8.533333333333346,2.27
Erich Uelmen,CHC,Reliever,28.1,59.7,-1.1033333333333333,-0.0666666666666666,10.766666666666666,-0.0,-0.0,-0.0
Erick Fedde,WSN,Starter,24.73333333333333,61.41666666666666,-3.063333333333333,0.0833333333333333,8.1,-0.0,-0.0,-0.0
Erik Swanson,SEA,Reliever,30.0,63.63333333333333,1.59,0.3,29.8,-0.0,-0.0,-0.0
Ernie Clement,CLE,Reliever,17.05,55.0,-1.53,-0.05,0.0,-0.0,-0.0,-0.0
Ethan Roberts,CHC,Reliever,19.2,50.0,-6.2,-0.3,7.9,-0.0,-0.0,-0.0
Ethan Small,MIL,Reliever,27.2,46.1,-1.22,-0.05,-2.8,-0.0,-0.0,-0.0
Evan Lee,WSN,Reliever,21.2,55.8,-1.92,0.0,0.0,-0.0,-0.0,-0.0
Evan Phillips,LAD,Reliever,33.15,67.51666666666667,3.9533333333333336,0.3999999999999999,26.7,-0.0,-0.0,-0.0
Felix Bautista,BAL,Reliever,30.016666666666666,60.333333333333336,2.9266666666666663,0.2166666666666666,24.65,-0.0,-0.0,-0.0
Fernando Cruz,CIN,Reliever,30.0,56.3,0.71,0.3,18.8,-0.0,-0.0,-0.0
Foster Griffin,KCR,Reliever,29.85,63.35,-2.515,-0.05,-4.45,-0.0,-0.0,-0.0
Foster Griffin,TOR,Reliever,29.6,25.0,0.85,0.0,12.5,-0.25,-38.35,3.365
Framber Valdez,HOU,Starter,28.85,58.68333333333334,3.553333333333333,0.75,14.666666666666666,-0.0,-0.0,-0.0
Francisco Morales,PHI,Reliever,25.75,66.8,-1.32,-0.05,-14.55,-0.0,-0.0,-0.0
Francisco Perez,WSN,Reliever,23.1,61.46666666666667,-1.3766666666666667,-0.0666666666666666,1.0333333333333332,-0.0,-0.0,-0.0
Frank German,BOS,Reliever,19.0,60.9,-4.82,-0.2,0.0,-0.0,-0.0,-0.0
Frank Schwindel,CHC,Reliever,14.3,72.2,-4.51,-0.2,-5.6,-0.0,-0.0,-0.0
Frankie Montas,OAK,Starter,24.8,59.675,1.1275000000000002,0.5,18.375,-0.0,-0.0,-0.0
Frankie Montas,NYY,Starter,25.3,57.7,-4.640000000000001,0.05,9.25,0.5,-1.9749999999999943,-5.767500000000001
Franmil Reyes,CHC,Reliever,40.0,66.7,0.42,0.0,33.3,-0.0,-0.0,-0.0
Freddy Peralta,MIL,Starter,29.25,57.85,1.755,0.5,19.775,-0.0,-0.0,-0.0
Freddy Tarnok,ATL,Reliever,60.0,100.0,-0.46,0.0,33.3,-0.0,-0.0,-0.0
Gabe Speier,KCR,Reliever,20.73333333333333,43.53333333333333,0.51,0.0333333333333333,8.666666666666666,-0.0,-0.0,-0.0
Garrett Cleavinger,LAD,Reliever,31.866666666666664,53.43333333333334,-1.4833333333333334,-0.0666666666666666,28.3,-0.0,-0.0,-0.0
Garrett Cleavinger,TBR,Reliever,36.95,57.8,2.155,0.2,30.85,5.083333333333339,4.36666666666666,3.638333333333333
Garrett Hill,DET,Reliever,25.03333333333333,60.5,-0.5900000000000002,-0.1,4.866666666666666,-0.0,-0.0,-0.0
Garrett Richards,TEX,Reliever,26.26,58.64,-1.266,0.06,12.919999999999998,-0.0,-0.0,-0.0
Garrett Stubbs,PHI,Reliever,18.766666666666666,59.73333333333333,-1.7533333333333332,-0.0666666666666666,1.3999999999999997,-0.0,-0.0,-0.0
Garrett Whitlock,BOS,Reliever,30.98333333333333,65.93333333333334,1.27,0.2166666666666666,22.53333333333333,-0.0,-0.0,-0.0
Gavin Hollowell,COL,Reliever,27.3,46.9,-2.12,0.0,12.5,-0.0,-0.0,-0.0
Genesis Cabrera,STL,Reliever,25.56,65.16,-1.334,-0.1399999999999999,6.38,-0.0,-0.0,-0.0
George Kirby,SEA,Starter,26.14,67.6,0.6399999999999999,0.6799999999999999,20.62,-0.0,-0.0,-0.0
Gerardo Reyes,LAA,Reliever,31.9,58.3,-0.06,-0.1,-25.0,-0.0,-0.0,-0.0
German Marquez,COL,Starter,25.683333333333334,64.96666666666667,-1.385,0.2333333333333333,11.216666666666669,-0.0,-0.0,-0.0
Gerrit Cole,NYY,Starter,31.816666666666663,60.96666666666667,2.181666666666666,0.5666666666666667,25.766666666666666,-0.0,-0.0,-0.0
Giovanny Gallegos,STL,Reliever,31.883333333333336,67.39999999999999,0.7783333333333333,0.2333333333333333,22.58333333333333,-0.0,-0.0,-0.0
Glenn Otto,TEX,Starter,25.98333333333333,52.21666666666667,-1.643333333333333,0.0,6.633333333333333,-0.0,-0.0,-0.0
Graham Ashcraft,CIN,Starter,22.78,58.28,-0.934,0.2799999999999999,6.720000000000001,-0.0,-0.0,-0.0
Greg Holland,TEX,Reliever,30.0,60.0,-3.29,-0.4,20.0,-0.0,-0.0,-0.0
Greg Weissert,NYY,Reliever,29.05,52.0,-0.345,-0.05,13.65,-0.0,-0.0,-0.0
Gregory Santos,SFG,Reliever,25.15,77.5,0.0,0.0,1.6500000000000004,-0.0,-0.0,-0.0
Gregory Soto,DET,Reliever,26.45,56.083333333333336,-0.5950000000000001,0.0999999999999999,10.533333333333331,-0.0,-0.0,-0.0
Griffin Jax,MIN,Reliever,31.8,64.41666666666667,0.3716666666666667,0.15,20.58333333333333,-0.0,-0.0,-0.0
Hansel Robles,BOS,Reliever,23.15,50.975,-1.365,-0.125,0.7000000000000002,-0.0,-0.0,-0.0
Hanser Alberto,LAD,Reliever,16.0,48.975,0.1024999999999999,-0.05,-3.175,-0.0,-0.0,-0.0
Harold Castro,DET,Reliever,18.85,66.25,-0.05,0.0,0.0,-0.0,-0.0,-0.0
Hayden Wesneski,CHC,Reliever,27.2,62.9,7.15,0.7,19.7,-0.0,-0.0,-0.0
Heath Hembree,PIT,Reliever,27.0,56.66666666666666,-2.11,-0.2333333333333333,-4.833333333333333,-0.0,-0.0,-0.0
Heath Hembree,LAD,Reliever,26.4,55.0,-1.7,-0.05,12.1,-0.6000000000000014,-1.6666666666666572,0.4099999999999999
Hector Neris,HOU,Reliever,31.066666666666663,59.3,0.3483333333333333,0.2833333333333333,23.416666666666668,-0.0,-0.0,-0.0
Hirokazu Sawamura,BOS,Reliever,25.32,54.32000000000001,-1.1,0.0,7.12,-0.0,-0.0,-0.0
Hoby Milner,MIL,Reliever,30.5,55.75,1.0133333333333334,0.1166666666666666,17.416666666666668,-0.0,-0.0,-0.0
Huascar Brazoban,MIA,Reliever,31.933333333333334,59.03333333333333,0.3699999999999999,0.0,17.2,-0.0,-0.0,-0.0
Huascar Ynoa,ATL,Reliever,21.1,54.1,-5.0,-0.2,5.4,-0.0,-0.0,-0.0
Humberto Castellanos,ARI,Reliever,25.6,58.6,-3.1,0.05,8.4,-0.0,-0.0,-0.0
Hunter Brown,HOU,Reliever,31.4,63.8,7.46,0.6,18.8,-0.0,-0.0,-0.0
Hunter Dozier,KCR,Reliever,21.7,83.3,-1.5,-0.1,-16.7,-0.0,-0.0,-0.0
Hunter Gaddis,CLE,Reliever,21.75,49.6,-5.955,-0.3,4.75,-0.0,-0.0,-0.0
Hunter Greene,CIN,Starter,29.016666666666666,63.8,0.7200000000000001,0.3166666666666667,24.016666666666666,-0.0,-0.0,-0.0
Hunter Harvey,WSN,Reliever,28.95,58.475,1.4975,0.25,23.025,-0.0,-0.0,-0.0
Hunter Strickland,CIN,Reliever,26.08333333333333,61.13333333333333,-0.765,-0.0166666666666666,9.133333333333333,-0.0,-0.0,-0.0
Hyun-Jin Ryu,TOR,Reliever,26.266666666666666,59.1,-0.9466666666666668,0.0333333333333333,13.9,-0.0,-0.0,-0.0
Ian Anderson,ATL,Starter,25.84,56.32000000000001,-0.5199999999999999,0.2,8.059999999999999,-0.0,-0.0,-0.0
Ian Gibaut,CLE,Reliever,28.6,50.0,0.57,0.0,0.0,-0.0,-0.0,-0.0
Ian Gibaut,CIN,Reliever,28.83333333333333,55.06666666666666,-0.2933333333333333,0.2333333333333333,19.53333333333333,0.23333333333332718,5.066666666666663,-0.8633333333333333
Ian Hamilton,MIN,Reliever,19.0,54.5,-0.09,-0.1,-9.1,-0.0,-0.0,-0.0
Ian Kennedy,ARI,Reliever,24.83333333333333,68.73333333333333,-1.405,-0.0999999999999999,10.8,-0.0,-0.0,-0.0
Ildemaro Vargas,WSN,Reliever,0.0,100.0,0.5,0.0,0.0,-0.0,-0.0,-0.0
J.B. Wendelken,ARI,Reliever,21.1,48.025,-0.355,-0.05,-0.0250000000000003,-0.0,-0.0,-0.0
J.P. Feyereisen,TBR,Reliever,29.03333333333333,66.63333333333334,3.5500000000000003,0.3333333333333333,13.166666666666666,-0.0,-0.0,-0.0
JC Mejia,MIL,Reliever,25.4,56.3,-6.06,-0.1,-25.0,-0.0,-0.0,-0.0
JP Sears,NYY,Reliever,30.9,63.85,1.51,0.1,10.75,-0.0,-0.0,-0.0
JP Sears,OAK,Reliever,25.5,64.7,-1.335,0.1,8.0,-5.399999999999999,0.8500000000000014,-2.8449999999999998
JT Brubaker,PIT,Starter,29.78333333333333,63.85,-2.398333333333333,0.3333333333333333,14.333333333333334,-0.0,-0.0,-0.0
JT Chargois,TBR,Reliever,32.63333333333333,75.7,1.21,0.0,24.766666666666666,-0.0,-0.0,-0.0
Jace Peterson,MIL,Reliever,25.0,100.0,0.64,0.0,0.0,-0.0,-0.0,-0.0
Jack Flaherty,STL,Reliever,24.8,55.35,-0.6000000000000001,0.0,2.05,-0.0,-0.0,-0.0
Jack Mayfield,LAA,Reliever,30.8,75.0,0.43,0.0,0.0,-0.0,-0.0,-0.0
Jackie Bradley Jr.,BOS,Reliever,13.3,42.9,-0.48,0.0,-28.6,-0.0,-0.0,-0.0
Jackson Kowar,KCR,Reliever,29.866666666666664,55.96666666666667,-3.716666666666667,-0.1,10.233333333333334,-0.0,-0.0,-0.0
Jackson Stephens,ATL,Reliever,25.83333333333333,59.083333333333336,-0.9733333333333332,0.0833333333333333,10.516666666666667,-0.0,-0.0,-0.0
Jackson Tetreault,WSN,Reliever,21.9,60.95,-2.44,-0.05,-7.5,-0.0,-0.0,-0.0
Jacob Barnes,NYY,Reliever,32.0,75.0,0.71,0.0,25.0,-0.0,-0.0,-0.0
Jacob Barnes,DET,Reliever,19.9,69.83333333333333,-1.3533333333333335,-0.0666666666666666,0.1333333333333334,-12.100000000000001,-5.166666666666671,-2.0633333333333335
Jacob deGrom,NYM,Reliever,35.4,69.75,4.295,1.1,39.2,-0.0,-0.0,-0.0
Jaime Barria,LAA,Reliever,26.35,68.3,0.6333333333333334,0.0166666666666666,12.066666666666668,-0.0,-0.0,-0.0
Jake Bird,COL,Reliever,27.925,54.375,-1.7424999999999995,-0.075,10.375,-0.0,-0.0,-0.0
Jake Brentz,KCR,Reliever,29.4,44.7,-10.76,-0.3,-5.3,-0.0,-0.0,-0.0
Jake Cousins,MIL,Reliever,32.4,58.6,0.535,0.1,22.450000000000003,-0.0,-0.0,-0.0
Jake Diekman,BOS,Reliever,30.275,57.725,-1.69,-0.125,12.075,-0.0,-0.0,-0.0
Jake Diekman,CHW,Reliever,30.4,66.4,-5.574999999999999,-0.1,16.3,0.125,8.675000000000004,-3.8849999999999993
Jake Fishman,MIA,Reliever,29.166666666666668,61.9,0.4866666666666666,0.0333333333333333,11.533333333333331,-0.0,-0.0,-0.0
Jake Hager,ARI,Reliever,20.85,79.15,-0.36,0.0,8.35,-0.0,-0.0,-0.0
Jake Lemoine,OAK,Reliever,27.15,63.6,-3.245,-0.2,8.15,-0.0,-0.0,-0.0
Jake McGee,WSN,Reliever,16.1,73.3,-0.9,0.0,-13.3,-0.0,-0.0,-0.0
Jake McGee,- - -,Reliever,21.95,54.1,-0.99,-0.1,11.0,6.099999999999998,-13.833333333333329,-0.3466666666666668
Jake McGee,SFG,Reliever,22.2,59.46666666666667,-1.2466666666666668,0.0,6.933333333333334,0.25,5.366666666666667,-0.2566666666666668
Jake Odorizzi,ATL,Starter,23.85,48.45,-4.125,0.05,10.55,-0.0,-0.0,-0.0
Jake Odorizzi,HOU,Starter,23.03333333333333,58.06666666666666,0.3199999999999998,0.3999999999999999,10.7,-0.81666666666667,9.61666666666666,4.444999999999999
Jake Reed,- - -,Reliever,34.7,65.0,0.93,0.1,15.0,-0.0,-0.0,-0.0
Jake Reed,BAL,Reliever,30.1,63.0,-5.35,0.1,14.8,-6.800000000000004,-17.799999999999997,-3.27
Jake Reed,LAD,Reliever,14.3,83.3,0.86,0.0,0.0,-2.200000000000003,-15.799999999999997,3.01
Jake Reed,NYM,Reliever,27.9,47.2,-2.34,-0.15,-7.7,13.599999999999998,-36.099999999999994,-3.1999999999999997
Jake Walsh,STL,Reliever,24.6,46.7,-1.06,0.0,20.0,-0.0,-0.0,-0.0
Jake Woodford,STL,Reliever,23.36,59.94,2.176,0.12,6.1,-0.0,-0.0,-0.0
Jakob Junis,SFG,Starter,30.366666666666664,68.71666666666667,-0.08,0.2333333333333333,17.150000000000002,-0.0,-0.0,-0.0
Jalen Beeks,TBR,Reliever,28.4,64.03333333333333,0.9416666666666668,0.1166666666666666,19.25,-0.0,-0.0,-0.0
James Kaprielian,OAK,Starter,25.0,57.92,-0.4579999999999998,0.1,7.26,-0.0,-0.0,-0.0
James Karinchak,CLE,Reliever,33.266666666666666,54.43333333333334,2.4566666666666666,0.3333333333333333,26.7,-0.0,-0.0,-0.0
James Naile,STL,Reliever,32.575,73.875,0.0725,-0.025,5.199999999999999,-0.0,-0.0,-0.0
James Norwood,PHI,Reliever,22.366666666666664,62.866666666666674,-2.153333333333333,0.0333333333333333,16.3,-0.0,-0.0,-0.0
Jameson Taillon,NYY,Starter,26.266666666666666,63.51666666666667,0.7966666666666665,0.3999999999999999,16.45,-0.0,-0.0,-0.0
Jandel Gustave,MIL,Reliever,27.875,65.15,-0.3999999999999999,0.025,15.525,-0.0,-0.0,-0.0
Janson Junk,LAA,Reliever,25.666666666666668,73.06666666666666,-0.7433333333333335,0.0666666666666666,20.0,-0.0,-0.0,-0.0
Jared Koenig,OAK,Reliever,23.925,57.1,-1.8575,-0.0249999999999999,3.1,-0.0,-0.0,-0.0
Jared Solomon,CIN,Reliever,31.633333333333336,64.83333333333333,-1.2533333333333334,-0.0666666666666666,25.33333333333333,-0.0,-0.0,-0.0
Jarlin Garcia,SFG,Reliever,27.700000000000003,59.45,-1.54,-0.0499999999999999,12.35,-0.0,-0.0,-0.0
Jason Adam,TBR,Reliever,35.25,63.78333333333333,3.3366666666666664,0.1833333333333333,24.166666666666668,-0.0,-0.0,-0.0
Jason Alexander,MIL,Reliever,26.425,63.7,-2.7325,-0.0499999999999999,7.425000000000001,-0.0,-0.0,-0.0
Jason Foley,DET,Reliever,24.633333333333336,64.13333333333334,-0.7016666666666667,0.1333333333333333,11.383333333333333,-0.0,-0.0,-0.0
Javier Assad,CHC,Reliever,23.75,56.8,1.585,0.2,2.35,-0.0,-0.0,-0.0
Javy Guerra,TBR,Reliever,25.65,52.55,0.98,0.0,-12.95,-0.0,-0.0,-0.0
Javy Guerra,- - -,Reliever,21.7,55.3,-5.22,-0.2,0.0,-3.9499999999999993,2.75,-6.199999999999999
Jay Jackson,ATL,Reliever,25.0,40.0,0.61,0.0,20.0,-0.0,-0.0,-0.0
Jeff Brigham,MIA,Reliever,29.766666666666666,62.03333333333334,1.81,0.0333333333333333,17.666666666666668,-0.0,-0.0,-0.0
Jeff Hoffman,CIN,Reliever,25.975,52.8,0.175,0.0499999999999999,11.3,-0.0,-0.0,-0.0
Jeffrey Springs,TBR,Starter,29.816666666666663,63.8,3.12,0.5,20.6,-0.0,-0.0,-0.0
Jerad Eickhoff,PIT,Reliever,22.9,63.0,-8.42,-0.2,11.1,-0.0,-0.0,-0.0
Jeremiah Estrada,CHC,Reliever,26.15,73.2,-0.07,0.0,22.0,-0.0,-0.0,-0.0
Jeremy Beasley,TOR,Reliever,27.65,67.1,-1.215,-0.05,21.15,-0.0,-0.0,-0.0
Jermaine Palacios,MIN,Reliever,25.0,33.3,0.73,0.0,33.3,-0.0,-0.0,-0.0
Jesse Chavez,LAA,Reliever,26.3,60.0,-7.64,-0.1,12.0,-0.0,-0.0,-0.0
Jesse Chavez,ATL,Reliever,32.275,69.675,0.5125,0.15,19.525,2.8999999999999986,4.299999999999997,9.649999999999999
Jesse Chavez,- - -,Reliever,29.2,64.3,2.01,0.2,21.4,-3.0749999999999993,-5.375,1.4974999999999998
Jesus Cruz,ATL,Reliever,23.05,63.2,-0.725,-0.1,13.95,-0.0,-0.0,-0.0
Jesus Luzardo,MIA,Starter,31.35,65.75,2.455,0.55,20.55,-0.0,-0.0,-0.0
Jesus Tinoco,TEX,Reliever,29.55,62.95,1.845,0.0,13.75,-0.0,-0.0,-0.0
Jeurys Familia,BOS,Reliever,22.75,53.15,-1.02,-0.05,-1.25,-0.0,-0.0,-0.0
