Name,Team,CSW%
Robert Suarez,SDP,25.5
Roenis Elias,SEA,23.35
Ron Marinaccio,NYY,31.083333333333332
Ronald Bolanos,KCR,24.7
Ronel Blanco,HOU,23.3
Ronny Henriquez,MIN,23.2
Rony Garcia,DET,20.975
Ross Detwiler,CIN,27.325
Ross Stripling,TOR,27.833333333333332
Rowan Wick,CHC,27.53333333333333
Ryan Borucki,SEA,23.566666666666666
Ryan Borucki,TOR,29.1
Ryan Brasier,BOS,28.28333333333333
Ryan Burr,CHW,22.5
Ryan Castellani,OAK,17.8
Ryan Feltner,COL,26.316666666666666
Ryan Helsley,STL,33.266666666666666
Ryan Hendrix,CIN,31.933333333333334
Ryan McKenna,BAL,16.1
Ryan Pepiot,LAD,27.6
Ryan Pressly,HOU,32.766666666666666
Ryan Tepera,LAA,26.349999999999998
Ryan Thompson,TBR,30.679999999999996
Ryan Weathers,SDP,20.2
Ryan Weber,NYY,29.5
Ryan Yarbrough,TBR,25.380000000000003
Ryne Nelson,ARI,27.7
Ryne Stanek,HOU,28.71666666666667
Sam Clay,NYM,48.0
Sam Clay,WSN,25.5
Sam Coonrod,PHI,22.9
Sam Hentges,CLE,30.066666666666666
Sam Howard,PIT,25.9
Sam Moll,OAK,29.066666666666666
Sam Selman,OAK,30.849999999999998
Sammy Long,SFG,28.22
Sandy Alcantara,MIA,27.400000000000002
Sandy Leon,CLE,29.4
Scott Alexander,SFG,30.9
Scott Barlow,KCR,32.96666666666667
Scott Effross,CHC,31.025000000000002
Scott Effross,NYY,30.65
Sean Doolittle,WSN,38.2
Sean Hjelle,SFG,27.8
Sean Manaea,SDP,27.516666666666666
Sean Newcomb,- - -,24.0
Sean Newcomb,CHC,26.6
Sean Poppen,ARI,27.98
Sean Reid-Foley,NYM,29.1
Seranthony Dominguez,PHI,28.0
Sergio Romo,SEA,26.53333333333333
Sergio Romo,TOR,26.7
Seth Lugo,NYM,29.03333333333333
Seth Martinez,HOU,27.95
Shane Baz,TBR,29.45
Shane Bieber,CLE,31.433333333333334
Shane Greene,LAD,23.1
Shane Greene,NYY,16.7
Shane McClanahan,TBR,32.13333333333333
Shaun Anderson,TOR,28.6
Shawn Armstrong,MIA,21.1
Shawn Armstrong,TBR,29.619999999999997
Shelby Miller,SFG,36.2
Sheldon Neuse,OAK,18.333333333333332
Shohei Ohtani,LAA,32.15
Silvino Bracho,ATL,24.5
Simeon Woods Richardson,MIN,19.8
Sonny Gray,MIN,29.150000000000002
Spencer Howard,TEX,27.0
Spencer Patton,TEX,25.2
Spencer Strider,ATL,31.266666666666666
Spenser Watkins,BAL,25.71666666666667
Stephen Nogosek,NYM,24.64
Stephen Strasburg,WSN,32.5
Steve Cishek,WSN,29.383333333333336
Steven Brault,CHC,25.85
Steven Matz,STL,32.925
Steven Okert,MIA,30.28333333333333
Steven Wilson,SDP,28.566666666666666
T.J. McFarland,STL,19.52
T.J. Zeuch,CIN,22.8
Taijuan Walker,NYM,27.133333333333336
Tanner Banks,CHW,28.45
Tanner Houck,BOS,27.98
Tanner Rainey,WSN,29.1
Tanner Scott,MIA,31.55
Tanner Tully,CLE,22.166666666666668
Tarik Skubal,DET,28.24
Tayler Saucedo,TOR,22.9
Tayler Scott,SDP,32.2
Taylor Clarke,KCR,24.349999999999998
Taylor Hearn,TEX,26.083333333333332
Taylor Rogers,MIL,37.400000000000006
Taylor Rogers,SDP,33.075
Taylor Widener,ARI,20.4
Thomas Hatch,TOR,21.1
Thomas Szapucki,NYM,20.4
Thomas Szapucki,SFG,28.1
Tim Hill,SDP,24.183333333333334
Tim Mayza,TOR,28.666666666666668
Tommy Henry,ARI,25.55
Tommy Hunter,NYM,24.925
Tommy Kahnle,LAD,28.75
Tommy Milone,SEA,23.25
Tommy Nance,MIA,30.919999999999998
Tommy Romero,TBR,34.5
Tommy Romero,WSN,22.0
Tony Gonsolin,LAD,28.78333333333333
Tony Santillan,CIN,25.266666666666666
Touki Toussaint,LAA,26.066666666666666
Travis Lakins Sr.,BAL,23.45
Trent Thornton,TOR,26.166666666666668
Trevor Gott,MIL,27.116666666666664
Trevor Kelley,MIL,26.580000000000002
Trevor May,NYM,27.875
Trevor Megill,MIN,27.060000000000002
Trevor Richards,TOR,28.71666666666667
Trevor Rogers,MIA,26.5
Trevor Stephan,CLE,31.650000000000002
Trevor Williams,NYM,24.566666666666666
Triston McKenzie,CLE,27.183333333333334
Tucker Barnhart,DET,29.4
Tucker Davidson,ATL,26.8
Tucker Davidson,LAA,24.450000000000003
Ty Blach,COL,29.683333333333334
Tyler Alexander,DET,24.06
Tyler Anderson,LAD,28.083333333333332
Tyler Beede,- - -,27.5
Tyler Beede,PIT,25.125
Tyler Beede,SFG,17.3
Tyler Clippard,WSN,23.9
Tyler Cyr,OAK,27.9
Tyler Cyr,PHI,0.0
Tyler Danish,BOS,26.439999999999998
Tyler Duffey,MIN,25.36
Tyler Gilbert,ARI,25.025
Tyler Glasnow,TBR,31.6
Tyler Holton,ARI,26.775
Tyler Kinley,COL,29.266666666666666
Tyler Mahle,MIN,21.9
Tyler Mahle,CIN,28.425
Tyler Matzek,ATL,24.52
Tyler Rogers,SFG,29.516666666666666
Tyler Thornburg,ATL,25.25
Tyler Thornburg,MIN,20.8
Tyler Wells,BAL,26.560000000000002
Tylor Megill,NYM,25.225
Tyson Miller,TEX,24.15
Victor Arano,WSN,27.71666666666667
Victor Caratini,MIL,7.1
Vince Velasquez,CHW,28.133333333333336
Vinny Nittoli,PHI,25.0
Vladimir Gutierrez,CIN,22.166666666666668
Wade Miley,CHC,28.933333333333334
Walker Buehler,LAD,26.066666666666666
Wandy Peralta,NYY,27.8
Whit Merrifield,TOR,30.8
Wil Crowe,PIT,27.150000000000002
Wil Myers,SDP,21.8
Will Smith,ATL,28.95
Will Smith,HOU,33.95
Will Vest,DET,27.266666666666666
William Woods,ATL,29.3
Willians Astudillo,MIA,12.9
Wily Peralta,DET,24.48
Wyatt Mills,KCR,30.866666666666664
Wyatt Mills,SEA,23.0
Xzavion Curry,CLE,25.200000000000003
Yadier Molina,STL,17.5
Yency Almonte,LAD,33.9
Yennier Cano,MIN,28.233333333333334
Yennier Cano,BAL,25.0
Yerry De Los Santos,PIT,29.9
Yerry Rodriguez,TEX,16.7
Yimi Garcia,TOR,27.516666666666666
Yoan Lopez,NYM,28.52
Yohan Ramirez,CLE,30.0
Yohan Ramirez,PIT,26.35
Yohan Ramirez,SEA,30.4
Yolmer Sanchez,BOS,0.0
Yonny Chirinos,TBR,27.0
Yu Chang,TBR,15.4
Yu Darvish,SDP,29.633333333333336
Yunior Marte,SFG,27.683333333333334
Yusei Kikuchi,TOR,28.03333333333333
Zac Gallen,ARI,27.616666666666664
Zac Lowther,BAL,25.0
Zach Davies,ARI,26.78
Zach Eflin,PHI,29.0
Zach Jackson,OAK,29.860000000000003
Zach Logue,OAK,22.32
Zach Plesac,CLE,24.016666666666666
Zach Pop,MIA,25.900000000000002
Zach Pop,TOR,23.85
Zach Thompson,PIT,26.633333333333336
Zack Britton,NYY,23.1
Zack Greinke,KCR,24.983333333333334
Zack Kelly,BOS,34.25
Zack Littell,SFG,26.96666666666667
Zack Thompson,STL,28.65
Zack Weiss,LAA,33.0
Zack Wheeler,PHI,27.366666666666664
