#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,MonthSeason,MonthYear
61,German Marquez,COL,35.0,26.6%,66.0%,48.4%,47.5%,85.1%,75.9%,55.4%,18.5,6,2022-09-01
62,Ranger Suarez,PHI,31.2,25.5%,68.0%,45.0%,58.6%,88.5%,79.3%,45.7%,21.8,6,2022-09-01
63,Jon Heasley,KCR,33.1,25.1%,69.0%,47.4%,80.0%,89.2%,86.8%,50.9%,21.3,6,2022-09-01
64,Chris Bassitt,NYM,33.1,24.5%,61.4%,44.3%,74.6%,86.6%,83.5%,53.7%,23.4,6,2022-09-01
65,Kyle Bradish,BAL,37.2,24.3%,67.4%,44.4%,61.3%,88.1%,80.3%,46.7%,25.5,6,2022-09-01
