#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
215,Dylan Cease,CHW,184.0,31.5%,66.1%,47.2%,48.6%,79.4%,68.2%,45.5%,23.4,2022.0,2022-01-01
216,J.P. Feyereisen,TBR,24.1,31.5%,72.3%,51.2%,48.2%,76.7%,67.6%,48.3%,25.5,2022.0,2022-01-01
217,Penn Murfee,SEA,69.1,31.4%,65.5%,50.1%,58.5%,85.0%,77.5%,54.9%,25.0,2022.0,2022-01-01
218,Zack Wheeler,PHI,153.0,31.4%,66.6%,50.3%,60.6%,84.2%,77.4%,53.7%,23.0,2022.0,2022-01-01
219,Spencer Strider,ATL,131.2,31.4%,66.8%,49.8%,48.0%,77.9%,68.9%,52.2%,21.9,2022.0,2022-01-01
220,Aaron Loup,LAA,58.2,31.4%,66.0%,48.8%,60.3%,84.4%,76.7%,50.3%,23.7,2022.0,2022-01-01
221,Trevor Megill,MIN,45.0,31.3%,67.3%,49.5%,60.8%,84.0%,76.8%,50.5%,23.3,2022.0,2022-01-01
222,Noe Ramirez,ARI,50.0,31.3%,61.4%,46.4%,59.2%,81.6%,74.1%,50.1%,27.6,2022.0,2022-01-01
223,Tim Mayza,TOR,48.2,31.3%,60.7%,45.4%,63.0%,88.7%,79.5%,48.0%,21.8,2022.0,2022-01-01
224,Jose Alvarez,SFG,15.1,31.3%,65.9%,47.3%,65.2%,85.5%,78.3%,46.2%,25.1,2022.0,2022-01-01
225,Shawn Armstrong,- - -,61.2,31.3%,69.8%,53.8%,61.8%,81.5%,76.7%,58.5%,25.1,2022.0,2022-01-01
226,Yunior Marte,SFG,48.0,31.3%,65.7%,47.5%,61.7%,85.0%,76.9%,47.3%,25.3,2022.0,2022-01-01
227,Camilo Doval,SFG,67.2,31.3%,63.8%,47.0%,50.8%,80.6%,70.4%,48.3%,26.6,2022.0,2022-01-01
228,Christian Bethancourt,- - -,4.0,31.3%,58.3%,50.0%,100.0%,95.2%,96.2%,69.2%,16.4,2022.0,2022-01-01
229,Alex Claudio,NYM,3.1,31.3%,77.8%,48.0%,60.0%,92.9%,79.2%,36.0%,21.0,2022.0,2022-01-01
230,Brandon Woodruff,MIL,153.1,31.3%,66.2%,49.3%,53.2%,79.5%,71.4%,51.5%,24.3,2022.0,2022-01-01
231,Sheldon Neuse,OAK,3.2,31.3%,58.8%,45.5%,100.0%,100.0%,100.0%,51.5%,11.6,2022.0,2022-01-01
232,Ryan Thompson,TBR,42.2,31.2%,59.9%,46.5%,62.6%,85.3%,78.2%,53.3%,27.8,2022.0,2022-01-01
233,Ron Marinaccio,NYY,44.0,31.2%,61.9%,44.6%,58.6%,75.4%,68.8%,43.5%,24.9,2022.0,2022-01-01
234,Justin Grimm,OAK,15.1,31.2%,67.5%,46.9%,59.2%,86.4%,76.2%,43.3%,26.3,2022.0,2022-01-01
235,Jose Berrios,TOR,172.0,31.2%,64.2%,48.4%,62.3%,89.1%,80.9%,52.2%,20.7,2022.0,2022-01-01
236,Dylan Floro,MIA,53.2,31.2%,64.2%,48.4%,64.6%,87.0%,80.1%,52.2%,26.3,2022.0,2022-01-01
237,Garrett Whitlock,BOS,78.1,31.2%,66.9%,51.1%,51.6%,81.1%,73.2%,55.7%,20.9,2022.0,2022-01-01
238,Chris Martin,- - -,56.0,31.2%,71.2%,53.7%,63.2%,79.9%,75.7%,56.2%,27.7,2022.0,2022-01-01
239,Joe Smith,MIN,27.1,31.2%,66.4%,49.3%,80.9%,89.0%,86.5%,51.6%,21.0,2022.0,2022-01-01
240,Brandon Hughes,CHC,57.2,31.2%,66.5%,48.7%,42.7%,80.6%,68.3%,49.5%,22.1,2022.0,2022-01-01
241,Ryan Borucki,- - -,25.1,31.2%,65.3%,47.6%,46.3%,89.2%,74.6%,48.1%,26.0,2022.0,2022-01-01
242,Edward Cabrera,MIA,71.2,31.2%,61.5%,44.0%,53.0%,81.3%,69.7%,42.1%,22.1,2022.0,2022-01-01
243,Jose Urquidy,HOU,164.1,31.1%,69.5%,51.8%,63.9%,87.1%,80.6%,53.9%,21.0,2022.0,2022-01-01
244,Yennier Cano,- - -,18.0,31.1%,57.3%,43.4%,53.8%,92.5%,77.8%,47.0%,25.3,2022.0,2022-01-01
245,Lance Lynn,CHW,121.2,31.1%,71.8%,52.3%,57.8%,81.0%,74.4%,52.1%,23.5,2022.0,2022-01-01
246,Davis Martin,CHW,63.1,31.1%,69.7%,51.4%,58.2%,86.6%,78.4%,52.5%,23.0,2022.0,2022-01-01
247,Cole Irvin,OAK,181.0,31.0%,69.1%,51.9%,67.8%,86.5%,81.5%,54.7%,20.0,2022.0,2022-01-01
248,Kyle Wright,ATL,180.1,31.0%,63.2%,48.6%,54.2%,84.0%,75.4%,54.6%,21.7,2022.0,2022-01-01
249,Phil Maton,HOU,65.2,31.0%,65.0%,47.9%,53.2%,80.2%,71.4%,49.6%,24.6,2022.0,2022-01-01
250,Aaron Civale,CLE,97.0,31.0%,63.4%,46.6%,57.6%,88.2%,77.7%,48.2%,22.0,2022.0,2022-01-01
251,Walker Buehler,LAD,65.0,31.0%,69.1%,49.7%,55.8%,86.2%,76.5%,49.1%,21.7,2022.0,2022-01-01
252,Tanner Rainey,WSN,30.0,31.0%,72.6%,52.7%,52.0%,75.4%,68.8%,52.1%,25.2,2022.0,2022-01-01
253,Chris Devenski,- - -,14.2,31.0%,69.5%,51.5%,54.3%,83.1%,75.0%,53.1%,21.5,2022.0,2022-01-01
254,Jonathan Loaisiga,NYY,48.0,30.9%,70.7%,50.1%,63.4%,83.5%,77.1%,48.1%,28.6,2022.0,2022-01-01
255,Liam Hendriks,CHW,57.2,30.9%,67.5%,47.2%,34.8%,76.9%,61.5%,44.4%,25.7,2022.0,2022-01-01
256,Jalen Beeks,TBR,61.0,30.9%,68.2%,48.3%,56.1%,79.0%,71.2%,46.8%,23.0,2022.0,2022-01-01
257,JoJo Romero,- - -,16.1,30.9%,54.1%,40.2%,50.0%,81.4%,67.0%,40.2%,23.8,2022.0,2022-01-01
258,Anthony Banda,- - -,26.2,30.8%,64.7%,47.5%,72.1%,84.1%,80.2%,49.4%,24.3,2022.0,2022-01-01
259,Luis Ortiz,PIT,16.0,30.8%,61.2%,45.1%,46.7%,84.8%,71.0%,46.9%,20.9,2022.0,2022-01-01
260,Josh Hader,- - -,50.0,30.8%,65.0%,46.8%,51.0%,73.8%,65.8%,46.7%,26.7,2022.0,2022-01-01
261,Nick Martinez,SDP,106.1,30.8%,64.0%,47.2%,57.6%,83.8%,75.1%,49.2%,24.5,2022.0,2022-01-01
262,Cody Poteet,MIA,28.0,30.8%,69.2%,50.0%,53.6%,80.0%,71.9%,50.0%,24.9,2022.0,2022-01-01
263,Tony Gonsolin,LAD,130.1,30.8%,67.5%,49.5%,53.0%,84.6%,74.9%,51.0%,23.5,2022.0,2022-01-01
264,Ryan Weber,NYY,10.2,30.8%,54.7%,44.9%,75.0%,95.1%,89.5%,59.1%,17.9,2022.0,2022-01-01
265,Dennis Santana,TEX,58.2,30.8%,60.7%,44.2%,52.4%,87.8%,74.2%,44.9%,26.9,2022.0,2022-01-01
266,Max Meyer,MIA,6.0,30.8%,64.0%,49.4%,50.0%,84.4%,75.0%,56.2%,19.6,2022.0,2022-01-01
267,Duane Underwood Jr.,PIT,57.1,30.8%,68.8%,49.2%,52.8%,84.1%,74.0%,48.4%,24.0,2022.0,2022-01-01
268,Dane Dunning,TEX,153.1,30.7%,60.3%,44.0%,60.1%,87.8%,77.2%,44.9%,22.2,2022.0,2022-01-01
269,Kirk McCarty,CLE,37.2,30.7%,67.7%,50.7%,70.4%,83.3%,79.7%,54.0%,19.3,2022.0,2022-01-01
270,Robert Dugger,- - -,16.0,30.7%,64.9%,46.8%,45.7%,89.7%,74.4%,47.2%,23.8,2022.0,2022-01-01
271,Patrick Corbin,WSN,152.2,30.6%,64.1%,47.2%,64.6%,88.4%,80.6%,49.3%,23.1,2022.0,2022-01-01
272,Derek Law,- - -,19.2,30.6%,62.0%,45.5%,59.6%,89.3%,78.8%,47.2%,20.1,2022.0,2022-01-01
273,Luis Ortiz,SFG,8.2,30.6%,71.4%,50.0%,68.4%,75.0%,72.9%,47.5%,22.8,2022.0,2022-01-01
274,Kyle Nelson,ARI,37.0,30.6%,67.1%,48.1%,57.9%,85.8%,76.5%,47.7%,21.6,2022.0,2022-01-01
275,Zach Eflin,PHI,75.2,30.6%,64.2%,47.6%,61.9%,87.3%,79.2%,50.5%,22.9,2022.0,2022-01-01
276,John Brebbia,SFG,68.0,30.6%,71.3%,52.2%,63.1%,84.1%,78.3%,53.2%,22.1,2022.0,2022-01-01
277,Kenley Jansen,ATL,64.0,30.6%,66.2%,50.1%,63.8%,81.9%,76.9%,54.9%,29.4,2022.0,2022-01-01
278,Luis Castillo,- - -,150.1,30.6%,66.2%,49.4%,56.9%,81.8%,74.5%,52.8%,21.5,2022.0,2022-01-01
279,Max Castillo,- - -,39.1,30.6%,64.5%,46.3%,67.5%,85.6%,79.3%,46.5%,21.1,2022.0,2022-01-01
280,JT Brubaker,PIT,144.0,30.5%,61.6%,46.2%,48.2%,86.9%,74.2%,50.4%,20.6,2022.0,2022-01-01
281,Mark Leiter,CHC,67.2,30.5%,58.3%,43.6%,49.7%,86.3%,72.8%,47.2%,23.0,2022.0,2022-01-01
282,Jameson Taillon,NYY,177.1,30.5%,67.6%,48.9%,60.6%,88.6%,79.8%,49.6%,22.4,2022.0,2022-01-01
283,Kendall Graveman,CHW,65.0,30.5%,61.8%,45.7%,60.2%,83.8%,75.7%,48.5%,24.3,2022.0,2022-01-01
284,Tommy Romero,- - -,8.1,30.5%,62.8%,45.0%,71.9%,83.3%,79.1%,45.0%,20.5,2022.0,2022-01-01
285,Cal Quantrill,CLE,186.1,30.5%,67.1%,48.5%,69.4%,89.4%,83.1%,49.3%,20.9,2022.0,2022-01-01
286,Steven Matz,STL,48.0,30.4%,63.4%,49.5%,58.7%,81.2%,75.4%,57.6%,19.9,2022.0,2022-01-01
287,Nestor Cortes,NYY,158.1,30.4%,67.5%,50.3%,66.7%,82.3%,77.9%,53.6%,20.4,2022.0,2022-01-01
288,Domingo German,NYY,72.1,30.4%,66.4%,49.6%,50.0%,88.2%,77.2%,53.2%,22.2,2022.0,2022-01-01
289,Alek Manoah,TOR,196.2,30.4%,67.3%,49.4%,57.7%,85.8%,77.3%,51.3%,25.8,2022.0,2022-01-01
290,John King,TEX,51.1,30.4%,66.0%,49.1%,64.8%,89.6%,82.3%,52.6%,21.7,2022.0,2022-01-01
291,Tarik Skubal,DET,117.2,30.4%,68.1%,50.5%,53.5%,85.6%,76.6%,53.4%,21.2,2022.0,2022-01-01
292,Huascar Brazoban,MIA,32.0,30.4%,65.8%,45.3%,48.6%,71.4%,62.6%,42.2%,25.4,2022.0,2022-01-01
293,Fernando Cruz,CIN,14.2,30.4%,66.1%,45.8%,42.2%,77.0%,63.9%,43.1%,23.3,2022.0,2022-01-01
294,Zack Greinke,KCR,137.0,30.4%,62.4%,46.0%,74.5%,89.2%,84.2%,48.9%,21.8,2022.0,2022-01-01
295,Bryce Elder,ATL,54.0,30.4%,63.7%,45.1%,56.1%,91.1%,77.9%,44.2%,19.7,2022.0,2022-01-01
296,Beau Sulser,- - -,22.1,30.4%,70.9%,50.6%,63.6%,89.8%,81.9%,49.7%,19.5,2022.0,2022-01-01
297,Joel Kuhnel,CIN,58.0,30.4%,67.4%,49.5%,54.4%,87.0%,77.3%,51.6%,20.6,2022.0,2022-01-01
298,Parker Mushinski,HOU,7.1,30.4%,69.1%,49.5%,47.1%,68.4%,61.8%,49.5%,22.8,2022.0,2022-01-01
299,Joe Barlow,TEX,35.0,30.4%,67.2%,48.6%,55.3%,82.1%,73.6%,49.5%,26.7,2022.0,2022-01-01
300,Yu Darvish,SDP,194.2,30.3%,64.1%,49.5%,58.6%,83.3%,76.8%,56.8%,25.3,2022.0,2022-01-01
301,Drew Smith,NYM,46.0,30.3%,68.2%,48.3%,58.9%,77.5%,71.4%,47.6%,22.5,2022.0,2022-01-01
302,Hayden Wesneski,CHC,33.0,30.3%,67.9%,51.1%,59.7%,83.3%,77.1%,55.4%,23.3,2022.0,2022-01-01
303,Joe Kelly,CHW,37.0,30.3%,53.9%,41.0%,46.2%,83.6%,68.4%,45.1%,27.3,2022.0,2022-01-01
304,Mike Mayers,LAA,50.2,30.3%,66.6%,47.8%,51.4%,88.4%,76.2%,48.1%,22.6,2022.0,2022-01-01
305,Zach Plesac,CLE,131.2,30.3%,71.1%,51.3%,64.2%,86.4%,80.1%,51.5%,21.6,2022.0,2022-01-01
306,Johnny Cueto,CHW,158.1,30.3%,68.8%,49.7%,73.5%,89.3%,84.6%,50.6%,21.2,2022.0,2022-01-01
307,Seranthony Dominguez,PHI,51.0,30.3%,68.9%,48.9%,50.8%,79.9%,70.6%,48.3%,22.9,2022.0,2022-01-01
308,Kevin Herget,TBR,7.0,30.2%,67.2%,49.5%,56.3%,92.3%,81.8%,52.3%,19.6,2022.0,2022-01-01
309,Kyle Dowdy,CIN,6.1,30.2%,61.9%,44.2%,81.3%,96.2%,90.5%,44.2%,22.8,2022.0,2022-01-01
310,Daniel Castano,MIA,35.2,30.2%,67.9%,50.6%,75.0%,89.6%,85.6%,54.1%,26.6,2022.0,2022-01-01
311,Taylor Widener,ARI,17.1,30.1%,71.0%,52.9%,70.5%,85.4%,81.6%,55.6%,24.6,2022.0,2022-01-01
312,Ryan Yarbrough,TBR,80.0,30.1%,67.8%,49.9%,74.2%,82.7%,80.3%,52.4%,24.8,2022.0,2022-01-01
313,Jesus Cruz,ATL,8.2,30.1%,77.1%,50.3%,46.4%,92.6%,76.8%,42.9%,20.5,2022.0,2022-01-01
314,Taijuan Walker,NYM,157.1,30.1%,64.2%,47.1%,60.5%,87.4%,78.8%,49.9%,19.9,2022.0,2022-01-01
315,Ryan Tepera,LAA,57.1,30.1%,69.2%,46.7%,47.4%,86.7%,72.2%,42.6%,26.7,2022.0,2022-01-01
316,Josh Winder,MIN,67.0,30.0%,67.2%,47.4%,61.2%,88.9%,79.5%,46.8%,23.1,2022.0,2022-01-01
317,Jake Hager,ARI,2.1,30.0%,83.3%,64.3%,100.0%,80.0%,83.3%,64.3%,14.1,2022.0,2022-01-01
318,Bubby Rossman,PHI,1.0,30.0%,62.5%,44.4%,33.3%,60.0%,50.0%,44.4%,18.0,2022.0,2022-01-01
319,Tyler Kinley,COL,24.0,30.0%,72.8%,53.5%,43.1%,77.3%,68.7%,54.8%,28.6,2022.0,2022-01-01
320,Danny Young,- - -,6.1,30.0%,51.3%,42.9%,53.3%,84.6%,75.9%,60.3%,22.1,2022.0,2022-01-01
321,Shaun Anderson,TOR,1.0,30.0%,63.6%,47.6%,66.7%,100.0%,90.0%,52.4%,23.6,2022.0,2022-01-01
322,Jeremiah Estrada,CHC,5.2,30.0%,84.2%,56.4%,66.7%,79.2%,75.8%,48.7%,23.3,2022.0,2022-01-01
323,William Woods,ATL,2.0,30.0%,54.5%,38.7%,83.3%,66.7%,75.0%,35.5%,18.4,2022.0,2022-01-01
324,Kyle Hendricks,CHC,84.1,30.0%,61.5%,45.4%,61.7%,85.2%,77.3%,49.0%,21.6,2022.0,2022-01-01
325,Brayan Bello,BOS,57.1,30.0%,64.6%,45.9%,58.4%,83.7%,74.8%,46.0%,24.6,2022.0,2022-01-01
326,Jon Gray,TEX,127.1,30.0%,65.0%,48.5%,56.7%,83.9%,76.0%,52.8%,24.0,2022.0,2022-01-01
327,Tanner Banks,CHW,53.0,29.9%,65.8%,49.6%,66.4%,88.1%,82.2%,54.9%,21.9,2022.0,2022-01-01
328,Andres Machado,WSN,59.1,29.9%,67.9%,49.1%,57.4%,86.6%,77.8%,50.5%,24.3,2022.0,2022-01-01
329,Rafael Montero,HOU,68.1,29.9%,62.3%,45.9%,67.3%,78.9%,75.1%,49.5%,24.4,2022.0,2022-01-01
330,Cristopher Sanchez,PHI,40.0,29.9%,61.5%,44.9%,64.4%,90.7%,81.5%,47.4%,21.5,2022.0,2022-01-01
331,Jakob Junis,SFG,112.0,29.9%,59.0%,45.4%,60.6%,87.4%,79.2%,53.3%,19.5,2022.0,2022-01-01
332,Lou Trivino,- - -,53.2,29.9%,66.1%,47.4%,52.4%,84.6%,74.2%,48.5%,24.0,2022.0,2022-01-01
333,Erasmo Ramirez,WSN,86.1,29.9%,70.0%,51.6%,62.3%,86.4%,80.0%,54.3%,26.3,2022.0,2022-01-01
334,Wil Crowe,PIT,76.0,29.8%,64.7%,45.0%,55.8%,83.6%,73.2%,43.5%,23.8,2022.0,2022-01-01
335,Trevor Gott,MIL,45.2,29.8%,63.3%,46.5%,62.3%,83.8%,76.8%,49.8%,22.3,2022.0,2022-01-01
336,Yency Almonte,LAD,35.1,29.8%,63.3%,45.5%,43.2%,81.9%,68.4%,46.8%,21.1,2022.0,2022-01-01
337,Adrian Sampson,CHC,104.1,29.8%,68.5%,48.0%,62.9%,89.7%,80.9%,47.0%,23.4,2022.0,2022-01-01
338,Luis Garcia,SDP,61.0,29.8%,64.3%,47.3%,46.5%,82.2%,71.1%,50.7%,26.0,2022.0,2022-01-01
339,Jaime Barria,LAA,79.1,29.8%,69.6%,50.9%,61.8%,85.1%,78.7%,53.1%,21.8,2022.0,2022-01-01
340,Phoenix Sanders,TBR,14.2,29.8%,71.9%,53.5%,71.4%,89.7%,85.2%,56.3%,21.1,2022.0,2022-01-01
341,Kyle Gibson,PHI,167.2,29.8%,67.0%,48.2%,54.3%,87.5%,77.1%,49.6%,25.1,2022.0,2022-01-01
342,Kyle Barraclough,LAA,9.0,29.7%,72.3%,49.6%,31.8%,76.6%,62.3%,46.8%,26.0,2022.0,2022-01-01
343,Michael Rucker,CHC,54.2,29.7%,67.9%,48.2%,57.7%,85.0%,76.3%,48.4%,21.4,2022.0,2022-01-01
344,Chase Silseth,LAA,28.2,29.7%,59.6%,44.3%,53.9%,87.0%,75.7%,48.9%,20.8,2022.0,2022-01-01
345,Carl Edwards Jr.,WSN,62.0,29.7%,66.3%,47.9%,57.0%,86.3%,77.2%,49.8%,25.6,2022.0,2022-01-01
346,Aaron Ashby,MIL,107.1,29.7%,58.4%,43.9%,47.9%,84.2%,71.9%,49.7%,19.9,2022.0,2022-01-01
347,Kohei Arihara,TEX,20.0,29.6%,67.8%,46.7%,59.4%,89.0%,78.6%,44.6%,23.9,2022.0,2022-01-01
348,Devin Smeltzer,MIN,70.1,29.6%,63.5%,46.8%,75.2%,87.9%,83.9%,50.7%,21.0,2022.0,2022-01-01
349,Taylor Rogers,- - -,64.1,29.6%,55.3%,43.5%,46.3%,83.1%,71.6%,54.2%,26.7,2022.0,2022-01-01
350,Trevor Rogers,MIA,107.0,29.6%,67.6%,48.7%,66.3%,82.4%,77.6%,50.3%,23.5,2022.0,2022-01-01
351,Alex Colome,COL,47.0,29.6%,69.3%,46.1%,65.9%,90.5%,81.4%,41.8%,30.0,2022.0,2022-01-01
352,George Kirby,SEA,130.0,29.5%,70.7%,52.4%,71.5%,84.9%,81.6%,55.6%,23.0,2022.0,2022-01-01
353,Matt Swarmer,CHC,34.0,29.5%,64.8%,44.6%,44.1%,85.7%,70.0%,42.8%,22.4,2022.0,2022-01-01
354,Peter Strzelecki,MIL,35.0,29.5%,63.5%,46.4%,57.8%,80.1%,73.0%,49.7%,19.8,2022.0,2022-01-01
355,Jesus Luzardo,MIA,100.1,29.5%,63.3%,45.6%,47.2%,81.5%,69.9%,47.6%,20.0,2022.0,2022-01-01
356,Shohei Ohtani,LAA,166.0,29.5%,64.9%,48.8%,38.6%,80.8%,69.2%,54.6%,26.6,2022.0,2022-01-01
357,Genesis Cabrera,STL,44.2,29.4%,65.9%,47.7%,63.0%,86.4%,79.2%,50.1%,25.2,2022.0,2022-01-01
358,Cristian Javier,HOU,148.2,29.4%,69.1%,49.1%,55.0%,79.2%,72.0%,49.7%,23.1,2022.0,2022-01-01
359,Lucas Giolito,CHW,161.2,29.4%,65.7%,47.3%,49.3%,85.4%,74.1%,49.4%,24.7,2022.0,2022-01-01
360,Marcos Diplan,BAL,5.2,29.4%,61.1%,43.4%,75.0%,87.9%,83.0%,44.3%,24.9,2022.0,2022-01-01
361,Michael King,NYY,51.0,29.4%,59.9%,44.9%,46.4%,78.3%,68.0%,50.7%,26.0,2022.0,2022-01-01
362,Nick Lodolo,CIN,103.1,29.4%,59.6%,45.2%,51.7%,81.5%,72.2%,52.2%,22.5,2022.0,2022-01-01
363,Jharel Cotton,- - -,43.0,29.4%,71.2%,50.0%,64.9%,81.7%,76.7%,49.3%,21.1,2022.0,2022-01-01
364,Merrill Kelly,ARI,200.1,29.4%,65.8%,48.4%,64.7%,85.8%,79.7%,52.3%,22.1,2022.0,2022-01-01
365,Reiver Sanmartin,CIN,57.0,29.3%,64.0%,45.2%,53.7%,88.4%,76.2%,45.8%,20.7,2022.0,2022-01-01
366,Hunter Harvey,WSN,39.1,29.3%,65.2%,49.5%,51.8%,84.3%,75.8%,56.1%,25.1,2022.0,2022-01-01
367,Charlie Morton,ATL,172.0,29.3%,61.4%,45.5%,49.0%,84.4%,73.1%,50.5%,22.3,2022.0,2022-01-01
368,Tanner Houck,BOS,60.0,29.3%,66.5%,46.9%,48.9%,84.5%,72.9%,47.5%,24.3,2022.0,2022-01-01
369,Michael Pineda,DET,46.2,29.2%,67.9%,49.8%,67.0%,91.3%,84.6%,53.2%,23.4,2022.0,2022-01-01
370,Andrew Wantz,LAA,50.1,29.2%,66.7%,46.9%,46.9%,84.0%,71.8%,47.3%,21.6,2022.0,2022-01-01
371,Hoby Milner,MIL,64.2,29.2%,55.2%,41.1%,65.9%,83.6%,76.7%,45.6%,19.9,2022.0,2022-01-01
372,Mauricio Llovera,SFG,16.1,29.2%,65.8%,47.4%,46.7%,84.0%,72.4%,49.7%,24.8,2022.0,2022-01-01
373,Lucas Luetge,NYY,57.1,29.2%,64.3%,44.4%,50.3%,86.7%,73.1%,43.3%,25.3,2022.0,2022-01-01
374,Miguel Yajure,PIT,24.1,29.2%,65.2%,45.5%,57.7%,90.1%,78.7%,45.3%,22.4,2022.0,2022-01-01
375,Hirokazu Sawamura,BOS,50.2,29.2%,68.2%,47.6%,63.8%,83.3%,77.0%,47.1%,28.1,2022.0,2022-01-01
376,Jimmy Herget,LAA,69.0,29.2%,61.4%,46.8%,51.5%,85.9%,76.2%,54.6%,23.9,2022.0,2022-01-01
377,Daniel Lynch,KCR,131.2,29.2%,69.7%,49.8%,56.2%,85.4%,77.0%,50.9%,21.0,2022.0,2022-01-01
378,Chase Anderson,CIN,24.0,29.2%,65.9%,44.4%,73.8%,82.2%,79.0%,41.6%,19.5,2022.0,2022-01-01
379,German Marquez,COL,181.2,29.1%,67.5%,49.4%,53.5%,89.2%,79.3%,52.9%,20.2,2022.0,2022-01-01
380,Kutter Crawford,BOS,77.1,29.1%,64.5%,47.5%,60.2%,82.5%,76.0%,52.0%,22.9,2022.0,2022-01-01
381,Mitch White,- - -,99.0,29.1%,68.1%,48.2%,68.5%,89.0%,82.7%,49.0%,24.3,2022.0,2022-01-01
382,Trevor Williams,NYM,89.2,29.1%,70.4%,48.6%,61.9%,87.0%,79.1%,47.4%,22.5,2022.0,2022-01-01
383,Aaron Sanchez,- - -,60.0,29.0%,63.4%,47.0%,67.6%,89.8%,83.3%,52.4%,23.2,2022.0,2022-01-01
384,Anthony DeSclafani,SFG,19.0,29.0%,63.5%,46.5%,63.8%,86.8%,79.7%,50.8%,22.2,2022.0,2022-01-01
385,Jimmy Lambert,CHW,47.0,29.0%,68.1%,48.3%,63.3%,81.8%,76.2%,49.4%,23.3,2022.0,2022-01-01
386,Matt Peacock,- - -,10.0,29.0%,72.2%,52.0%,55.0%,87.7%,79.2%,53.4%,19.1,2022.0,2022-01-01
387,Louie Varland,MIN,26.0,29.0%,66.0%,50.1%,60.8%,91.0%,83.5%,57.2%,18.2,2022.0,2022-01-01
388,Jose Cuas,KCR,37.2,29.0%,54.6%,42.3%,63.4%,81.7%,75.7%,52.2%,21.6,2022.0,2022-01-01
389,Collin Snider,KCR,34.1,29.0%,61.1%,43.4%,59.1%,91.9%,79.8%,44.9%,22.4,2022.0,2022-01-01
390,Tanner Scott,MIA,62.2,29.0%,64.9%,45.8%,43.9%,77.3%,66.0%,46.8%,24.2,2022.0,2022-01-01
391,Carson Kelly,ARI,4.2,28.9%,66.7%,45.6%,100.0%,100.0%,100.0%,44.1%,12.8,2022.0,2022-01-01
392,Ryne Stanek,HOU,54.2,28.9%,70.0%,47.2%,47.9%,76.6%,66.8%,44.4%,26.7,2022.0,2022-01-01
393,Manny Banuelos,- - -,41.0,28.9%,62.9%,44.7%,48.6%,87.1%,73.8%,46.5%,26.0,2022.0,2022-01-01
394,Luis Garcia,HOU,157.1,28.9%,69.2%,48.8%,51.0%,82.4%,73.0%,49.4%,25.7,2022.0,2022-01-01
395,Juan Minaya,MIN,9.2,28.9%,64.3%,46.0%,57.7%,77.8%,71.3%,48.3%,20.8,2022.0,2022-01-01
396,Zach Thompson,PIT,121.2,28.9%,65.8%,46.8%,58.3%,86.6%,77.6%,48.6%,24.0,2022.0,2022-01-01
397,Dallas Keuchel,- - -,60.2,28.8%,66.0%,44.5%,64.0%,86.9%,78.3%,42.2%,21.9,2022.0,2022-01-01
398,Robert Gsellman,CHC,15.1,28.8%,69.9%,49.3%,63.3%,84.7%,78.4%,49.8%,19.3,2022.0,2022-01-01
399,Enyel De Los Santos,CLE,53.1,28.8%,70.5%,52.2%,52.3%,79.7%,73.1%,56.1%,25.0,2022.0,2022-01-01
400,Janson Junk,LAA,8.1,28.8%,60.5%,45.9%,71.4%,90.4%,84.9%,54.1%,23.1,2022.0,2022-01-01
401,Brad Keller,KCR,139.2,28.8%,67.9%,48.5%,56.0%,89.7%,79.8%,50.3%,21.0,2022.0,2022-01-01
402,Luis Severino,NYY,102.0,28.8%,67.8%,48.9%,54.4%,82.5%,74.5%,51.6%,21.5,2022.0,2022-01-01
403,Michael Wacha,BOS,127.1,28.7%,69.5%,50.5%,65.9%,86.7%,81.2%,53.4%,21.6,2022.0,2022-01-01
404,Hunter Greene,CIN,125.2,28.7%,68.0%,48.7%,50.6%,78.1%,70.1%,51.0%,21.6,2022.0,2022-01-01
405,Jose Urena,- - -,97.0,28.7%,67.1%,46.4%,67.3%,89.2%,81.9%,46.1%,22.2,2022.0,2022-01-01
406,Jovani Moran,MIN,40.2,28.7%,67.1%,46.6%,38.8%,77.1%,64.5%,46.6%,22.7,2022.0,2022-01-01
407,Logan Gillaspie,BAL,17.1,28.7%,64.7%,46.9%,75.7%,86.0%,82.9%,50.8%,22.0,2022.0,2022-01-01
408,Seth Martinez,HOU,38.2,28.7%,62.9%,46.8%,63.8%,82.2%,76.9%,52.9%,21.0,2022.0,2022-01-01
409,Ty Blach,COL,44.1,28.7%,65.4%,49.8%,72.0%,85.0%,81.8%,57.5%,19.3,2022.0,2022-01-01
410,Drew Hutchison,DET,105.1,28.7%,68.8%,47.5%,67.2%,88.4%,81.6%,46.8%,23.6,2022.0,2022-01-01
411,Josiah Gray,WSN,148.2,28.6%,62.6%,44.6%,55.9%,84.5%,74.8%,46.9%,25.0,2022.0,2022-01-01
412,Sean Manaea,SDP,158.0,28.6%,68.9%,51.2%,59.3%,82.2%,76.6%,56.1%,20.4,2022.0,2022-01-01
413,Wade Miley,CHC,37.0,28.6%,61.3%,44.7%,58.5%,84.8%,76.3%,49.3%,15.5,2022.0,2022-01-01
414,Cesar Valdez,LAA,1.0,28.6%,100.0%,68.8%,100.0%,88.9%,90.9%,56.3%,17.6,2022.0,2022-01-01
