#,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,MonthSeason,MonthYear
61,Luis Severino,NYY,.247,0.82,20.0%,36.0%,44.0%,3.0%,15.2%,8,2.48,177,305,482,38.5%,35.9%,25.6%,10.3%,57.7%,32.1%,2,5
62,Bruce Zimmermann,BAL,.266,0.81,17.1%,37.1%,45.7%,10.4%,25.0%,15,4.18,162,329,491,52.8%,29.2%,17.9%,10.4%,54.7%,34.9%,2,5
63,Julio Urias,LAD,.294,0.79,18.1%,36.2%,45.7%,10.4%,14.6%,11,2.83,135,345,480,35.8%,44.0%,20.2%,22.0%,54.1%,23.9%,2,5
64,Robbie Ray,SEA,.294,0.77,24.7%,32.9%,42.5%,9.7%,19.4%,15,4.45,174,311,485,51.4%,28.4%,20.3%,20.3%,48.6%,31.1%,2,5
65,Tyler Mahle,CIN,.215,0.70,18.1%,33.7%,48.2%,5.0%,12.5%,15,4.31,249,363,612,32.1%,36.9%,31.0%,14.3%,57.1%,28.6%,2,5
66,Tyler Wells,BAL,.250,0.68,18.6%,33.0%,48.5%,19.1%,4.3%,14,4.11,136,316,452,37.8%,32.7%,29.6%,22.4%,56.1%,21.4%,2,5
67,Tyler Anderson,LAD,.295,0.53,21.7%,27.2%,51.1%,12.8%,10.6%,31,8.72,123,307,430,34.4%,32.3%,33.3%,23.7%,53.8%,22.6%,2,5
68,Triston McKenzie,CLE,.157,0.49,20.5%,26.1%,53.4%,8.5%,10.6%,22,5.82,164,314,478,31.8%,43.2%,25.0%,12.5%,47.7%,39.8%,2,5
69,Josiah Gray,WSN,.195,0.40,23.9%,21.7%,54.3%,8.0%,20.0%,25,7.18,212,326,538,43.5%,34.8%,21.7%,16.3%,48.9%,34.8%,2,5
