#,Name,Team,IP,FA%,FC%,FS%,SI%,CH%,SL%,CU%,CS%,KN%,SB%,XX%,Year,YearDate
38,Jose Quijada,LAA,40.2,84.9%, , , ,10.9%, ,4.2%, , , , ,2022.0,2022-01-01
39,Jake McGee,- - -,37.0,82.8%, , , , ,17.2%, , , , , ,2022.0,2022-01-01
40,Ian Kennedy,ARI,50.1,81.3%,2.1%,9.6%, ,1.2%,1.7%,4.1%, , , , ,2022.0,2022-01-01
41,Franmil Reyes,CHC,1.0,80.0%, , , , , ,20.0%, , , , ,2022.0,2022-01-01
42,Mike Ford,ATL,1.0,80.0%, , , ,20.0%, , , , , , ,2022.0,2022-01-01
43,Christian Bethancourt,- - -,4.0,78.8%, , , ,21.2%, , , , , , ,2022.0,2022-01-01
44,Mike Brosseau,MIL,3.0,78.8%, , , ,5.8%, , , , , ,15.4%,2022.0,2022-01-01
45,Kyle Finnegan,WSN,66.2,78.8%, ,9.0%, , ,12.2%, , , , , ,2022.0,2022-01-01
46,Hunter Harvey,WSN,39.1,77.9%, ,15.0%, , ,0.5%,6.7%, , , , ,2022.0,2022-01-01
47,Kevin Plawecki,BOS,1.0,77.8%, , , , , ,22.2%, , , , ,2022.0,2022-01-01
48,Bubby Rossman,PHI,1.0,77.8%, , , , ,22.2%, , , , , ,2022.0,2022-01-01
49,Colin Poche,TBR,58.2,77.5%, , , , ,8.0%,14.5%, , , , ,2022.0,2022-01-01
50,Anderson Espinoza,CHC,18.1,76.8%, , , ,1.6%,16.3%,5.3%, , , , ,2022.0,2022-01-01
51,Gerardo Reyes,LAA,2.0,76.6%, , , , ,23.4%, , , , , ,2022.0,2022-01-01
52,Ernie Clement,CLE,2.0,76.2%, , , , , , , ,23.8%, , ,2022.0,2022-01-01
53,Tyler Matzek,ATL,43.2,76.2%,0.3%, , , ,22.3%,0.6%, , , ,0.7%,2022.0,2022-01-01
54,Jeremiah Estrada,CHC,5.2,75.2%, , , ,1.7%,18.8%,4.3%, , , , ,2022.0,2022-01-01
55,Garrett Stubbs,PHI,3.2,75.0%, , , , , ,25.0%, , , , ,2022.0,2022-01-01
56,Nicky Lopez,KCR,1.0,75.0%, , , ,6.3%,18.8%, , , , , ,2022.0,2022-01-01
57,Nick Duron,PHI,1.0,75.0%, , , , ,25.0%, , , , , ,2022.0,2022-01-01
58,Sean Doolittle,WSN,5.1,74.5%, ,3.6%, , ,21.8%, , , , , ,2022.0,2022-01-01
59,Blake Taylor,HOU,16.0,73.6%, , , ,0.3%,26.1%, , , , , ,2022.0,2022-01-01
60,Lucas Gilbreath,COL,43.0,72.8%, ,0.9%, ,1.0%,25.3%, , , , , ,2022.0,2022-01-01
61,Carlos Estevez,COL,57.0,70.3%, , , ,14.8%,14.9%, , , , , ,2022.0,2022-01-01
62,Tanner Rainey,WSN,30.0,70.3%, , , ,0.8%,28.9%, , , , , ,2022.0,2022-01-01
63,Cole Waites,SFG,5.2,70.2%, , , , ,29.8%, , , , , ,2022.0,2022-01-01
64,Kyle Tyler,SDP,4.0,70.0%, , , ,2.5%, ,27.5%, , , , ,2022.0,2022-01-01
65,Corey Knebel,PHI,44.2,69.9%, , , , ,3.0%,27.1%, , , , ,2022.0,2022-01-01
66,Ryne Nelson,ARI,18.1,69.6%, , , ,6.3%,11.1%,13.0%, , , , ,2022.0,2022-01-01
67,Adrian Morejon,SDP,34.0,69.1%, ,4.3%, , ,13.7%,13.0%, , , , ,2022.0,2022-01-01
68,Frank German,BOS,4.0,69.0%, ,2.4%, , ,28.6%, , , , , ,2022.0,2022-01-01
69,Joan Adon,WSN,64.2,68.5%, , ,0.8%,6.8%,0.6%,23.3%, , , , ,2022.0,2022-01-01
70,Craig Kimbrel,LAD,60.0,68.5%, , , , ,4.8%,26.7%, , , , ,2022.0,2022-01-01
71,Taylor Widener,ARI,17.1,68.4%,0.6%, , ,10.3%,20.7%, , , , , ,2022.0,2022-01-01
72,Kervin Castro,- - -,12.1,68.2%,0.4%, , , ,9.6%,21.8%, , , , ,2022.0,2022-01-01
73,Phil Bickford,LAD,61.0,67.9%, , , , ,31.8%, , , , ,0.3%,2022.0,2022-01-01
74,Ethan Roberts,CHC,7.2,67.8%, , , , ,26.0%,6.2%, , , , ,2022.0,2022-01-01
75,Carl Edwards Jr.,WSN,62.0,67.8%, , , ,9.7%, ,22.6%, , , , ,2022.0,2022-01-01
76,William Woods,ATL,2.0,67.7%, , , , ,32.3%, , , , , ,2022.0,2022-01-01
77,Spencer Strider,ATL,131.2,67.0%, , , ,4.8%,28.2%, , , , , ,2022.0,2022-01-01
78,Caleb Ferguson,LAD,34.2,66.9%, , , , ,33.1%, , , , , ,2022.0,2022-01-01
79,Corey Dickerson,STL,1.0,66.7%, , , , , ,33.3%, , , , ,2022.0,2022-01-01
80,Frank Schwindel,CHC,3.0,66.7%, , , ,23.8%,4.8%, , , , ,4.8%,2022.0,2022-01-01
81,Austin Wynns,SFG,2.0,65.4%, , , ,34.6%, , , , , , ,2022.0,2022-01-01
82,Drew Steckenrider,SEA,14.1,65.0%,2.8%, , ,23.4%,8.7%, , , , , ,2022.0,2022-01-01
83,Alexis Diaz,CIN,63.2,64.9%, , , , ,35.1%, , , , , ,2022.0,2022-01-01
84,Anthony Gose,CLE,21.0,64.8%, , , ,0.3%,35.0%, , , , , ,2022.0,2022-01-01
85,Brent Suter,MIL,66.2,64.8%, , ,5.5%,25.0%,4.2%, , , , ,0.5%,2022.0,2022-01-01
86,Anderson Severino,CHW,7.1,64.7%, , , ,11.3%,15.0%,9.0%, , , , ,2022.0,2022-01-01
87,Chad Green,NYY,15.0,63.9%, ,1.3%, , ,34.9%, , , , , ,2022.0,2022-01-01
88,Jordan Weems,WSN,39.2,63.8%, ,9.2%, , ,27.0%, , , , , ,2022.0,2022-01-01
89,Joe Jimenez,DET,56.2,63.7%, , , ,5.4%,30.8%, , , , , ,2022.0,2022-01-01
90,Nicklaus Snyder,TEX,1.0,63.6%,21.2%, , , ,15.2%, , , , , ,2022.0,2022-01-01
91,Konnor Pilkington,CLE,58.0,63.5%, , , ,21.4%,7.9%,7.2%, , , , ,2022.0,2022-01-01
92,Brennan Bernardino,SEA,2.1,63.4%, , , , , ,36.6%, , , , ,2022.0,2022-01-01
93,Alex Vesia,LAD,54.1,63.1%, , , ,4.5%,32.4%, , , , , ,2022.0,2022-01-01
94,Francisco Perez,WSN,8.2,62.9%, , , ,2.0%,34.1%,1.0%, , , , ,2022.0,2022-01-01
95,Damon Jones,PHI,4.2,62.9%, , , , ,36.2%,1.0%, , , , ,2022.0,2022-01-01
96,Brock Burke,TEX,82.1,62.6%,11.5%, ,4.5%,12.9%,8.4%, , , , , ,2022.0,2022-01-01
97,Andrew Heaney,LAD,72.2,62.5%, , , ,5.1%,32.4%, , , , , ,2022.0,2022-01-01
98,Luis Frias,ARI,17.0,62.4%, , , ,5.1%,2.5%,30.1%, , , , ,2022.0,2022-01-01
99,Andrew Nardi,MIA,14.2,62.3%, , , ,5.9%,31.8%, , , , , ,2022.0,2022-01-01
100,Kevin Ginkel,ARI,29.1,62.0%, , , ,0.2%,37.8%, , , , , ,2022.0,2022-01-01
101,Rowan Wick,CHC,64.0,61.9%,11.5%,0.1%, ,0.2%,4.9%,21.4%, , , , ,2022.0,2022-01-01
102,Michael Kopech,CHW,119.1,61.8%, , , ,1.2%,27.6%,9.4%, , , , ,2022.0,2022-01-01
103,Rico Garcia,BAL,8.0,61.8%, , , ,22.1%, ,16.2%, , , , ,2022.0,2022-01-01
104,Jake Walsh,STL,2.2,61.5%, , , ,7.7%, ,30.8%, , , , ,2022.0,2022-01-01
105,Anthony Kay,TOR,2.0,61.5%, , , , ,33.3%,5.1%, , , , ,2022.0,2022-01-01
106,Pete Fairbanks,TBR,24.0,61.4%, , , ,0.6%,38.1%, , , , , ,2022.0,2022-01-01
107,Jeremy Beasley,TOR,15.0,61.3%, ,10.7%, , ,28.0%, , , , , ,2022.0,2022-01-01
108,Carlos Rodon,SFG,178.0,61.2%, , , ,2.0%,31.1%,5.8%, , , , ,2022.0,2022-01-01
109,Darwinzon Hernandez,BOS,6.2,61.0%, , , , ,25.8%,13.2%, , , , ,2022.0,2022-01-01
110,MacKenzie Gore,SDP,70.0,60.9%, , , ,5.4%,15.6%,18.1%, , , , ,2022.0,2022-01-01
111,Thomas Szapucki,- - -,15.0,60.8%, , , ,4.5%, ,34.7%, , , , ,2022.0,2022-01-01
112,David McKay,- - -,6.2,60.7%, , , ,0.7%,14.1%,24.4%, , , , ,2022.0,2022-01-01
113,Liam Hendriks,CHW,57.2,60.5%, , , , ,29.3%,10.1%, , , , ,2022.0,2022-01-01
114,Enyel De Los Santos,CLE,53.1,60.4%, , , ,11.1%,28.5%, , , , , ,2022.0,2022-01-01
115,Luke Weaver,- - -,35.2,60.2%,4.4%, , ,26.1%, ,9.3%, , , , ,2022.0,2022-01-01
116,Joe Ryan,MIN,147.0,60.0%, , , ,12.1%,20.7%,7.1%, , , , ,2022.0,2022-01-01
117,Kaleb Ort,BOS,28.1,59.9%, , , ,6.8%,33.3%, , , , , ,2022.0,2022-01-01
118,Cristian Javier,HOU,148.2,59.9%, , , ,4.1%,28.0%,8.0%, , , , ,2022.0,2022-01-01
119,James Karinchak,CLE,39.0,59.7%, , , , , ,40.3%, , , , ,2022.0,2022-01-01
120,Tanner Tully,CLE,6.0,59.5%, , , ,10.3%,27.6%,2.6%, , , , ,2022.0,2022-01-01
121,Luke Barker,MIL,4.0,59.3%, ,40.7%, , , , , , , , ,2022.0,2022-01-01
122,Michael Pineda,DET,46.2,59.2%, , , ,19.3%,21.5%, , , , , ,2022.0,2022-01-01
123,Arodys Vizcaino,KCR,5.2,59.1%, ,0.9%, ,0.9%, ,39.1%, , , , ,2022.0,2022-01-01
124,Luis Gil,NYY,4.0,59.0%, , , ,6.0%,34.9%, , , , , ,2022.0,2022-01-01
125,Xzavion Curry,CLE,9.1,58.8%, , , ,6.1%,27.9%,7.3%, , , , ,2022.0,2022-01-01
126,Ryne Stanek,HOU,54.2,58.4%, ,23.2%, , ,18.3%, , , , , ,2022.0,2022-01-01
127,Oliver Ortega,LAA,34.0,58.4%, , ,2.3%, ,5.6%,33.7%, , , , ,2022.0,2022-01-01
128,Jesus Cruz,ATL,8.2,58.3%, , , , ,41.7%, , , , , ,2022.0,2022-01-01
129,Tyler Thornburg,- - -,19.0,58.0%, , , ,13.8%,6.6%,21.5%, , , , ,2022.0,2022-01-01
130,Jackson Tetreault,WSN,21.0,57.8%, , , ,2.7%,31.5%,7.9%, , , , ,2022.0,2022-01-01
131,Michael Plassmeyer,PHI,7.1,57.6%, , , ,27.3%,15.2%, , , , , ,2022.0,2022-01-01
132,Jake Brentz,KCR,5.1,57.2%, , ,4.4%,5.7%,32.7%, , , , , ,2022.0,2022-01-01
133,Dylan Coleman,KCR,68.0,57.2%, , ,0.3%, ,42.5%, , , , , ,2022.0,2022-01-01
134,Matt Reynolds,CIN,1.1,57.1%, , , ,38.1%, ,4.8%, , , , ,2022.0,2022-01-01
135,Justin Steele,CHC,119.0,57.0%, , ,7.3%,2.0%,30.8%,2.9%, , , , ,2022.0,2022-01-01
136,Ryan Helsley,STL,64.2,57.0%, , , ,0.6%,32.0%,10.4%, , , , ,2022.0,2022-01-01
137,Tylor Megill,NYM,47.1,57.0%, , , ,18.4%,17.6%,7.1%, , , , ,2022.0,2022-01-01
138,JP Sears,- - -,70.0,56.6%, , , ,17.5%,25.9%, , , , , ,2022.0,2022-01-01
139,Ken Waldichuk,OAK,34.2,56.5%, , , ,14.5%,21.2%,7.8%, , , , ,2022.0,2022-01-01
140,Nash Walters,LAA,0.1,56.3%, , , , ,37.5%,6.3%, , , , ,2022.0,2022-01-01
141,Ryan Pepiot,LAD,36.1,56.2%,18.2%, , ,25.6%, , , , , , ,2022.0,2022-01-01
142,Bryan Baker,BAL,69.2,56.1%, , , ,17.4%,26.4%, , , , , ,2022.0,2022-01-01
143,Tommy Romero,- - -,8.1,56.0%, , , ,21.5%,22.5%, , , , , ,2022.0,2022-01-01
144,Michel Baez,SDP,2.0,56.0%, , , ,32.0%,12.0%, , , , , ,2022.0,2022-01-01
145,Will Vest,DET,63.0,55.9%, , ,0.3%,10.5%,33.2%, , , , ,0.1%,2022.0,2022-01-01
146,A.J. Alexy,TEX,7.0,55.9%, , , ,8.6%,22.4%,13.2%, , , , ,2022.0,2022-01-01
147,Triston McKenzie,CLE,191.1,55.9%, , , , ,22.2%,21.9%, , , , ,2022.0,2022-01-01
148,Sean Newcomb,- - -,27.2,55.8%,29.9%, , ,0.9%,2.9%,10.5%, , , , ,2022.0,2022-01-01
149,Tommy Henry,ARI,47.0,55.8%, , , ,10.5%,19.1%,14.6%, , , , ,2022.0,2022-01-01
150,Joey Wentz,DET,32.2,55.7%,21.2%, , ,13.6%, ,9.4%, , , , ,2022.0,2022-01-01
151,Aroldis Chapman,NYY,36.1,55.7%, ,14.9%,4.9%, ,24.6%, , , , , ,2022.0,2022-01-01
152,Yerry Rodriguez,TEX,1.0,55.6%, , , , ,44.4%, , , , , ,2022.0,2022-01-01
153,Blake Snell,SDP,128.0,55.5%, , , ,5.0%,24.3%,15.1%, , , , ,2022.0,2022-01-01
154,Trevor Megill,MIN,45.0,55.4%, , , , ,13.7%,30.9%, , , , ,2022.0,2022-01-01
155,Dauri Moreta,CIN,38.1,55.3%, , , ,21.2%,23.5%, , , , , ,2022.0,2022-01-01
156,Eli Morgan,CLE,66.2,55.3%, , , ,27.8%,16.8%,0.1%, , , , ,2022.0,2022-01-01
157,Ty Blach,COL,44.1,55.0%, , , ,19.5%,16.9%,8.6%, , , , ,2022.0,2022-01-01
158,Brad Boxberger,MIL,64.0,55.0%, , , ,22.6%,22.5%, , , , , ,2022.0,2022-01-01
159,Simeon Woods Richardson,MIN,5.0,54.9%, , , ,12.1%,18.7%,14.3%, , , , ,2022.0,2022-01-01
160,Ashton Goudeau,COL,20.1,54.9%, , , ,17.1%, ,28.0%, , , , ,2022.0,2022-01-01
161,Freddy Peralta,MIL,78.0,54.9%, , , ,10.5%,19.6%,15.0%, , , , ,2022.0,2022-01-01
162,Erik Swanson,SEA,53.2,54.9%, ,25.4%, , ,19.7%, , , , , ,2022.0,2022-01-01
163,Angel De Jesus,DET,12.2,54.9%, , , ,4.1%,41.0%, , , , , ,2022.0,2022-01-01
164,Nick Mears,PIT,2.0,54.8%, , , , ,19.4%,25.8%, , , , ,2022.0,2022-01-01
165,Edwin Uceta,ARI,17.0,54.8%,0.7%, , ,27.1%,17.5%, , , , , ,2022.0,2022-01-01
166,Corbin Martin,ARI,22.1,54.8%, , , ,16.6%,11.2%,17.5%, , , , ,2022.0,2022-01-01
167,Reynaldo Lopez,CHW,65.1,54.7%, , , ,4.7%,33.4%,7.2%, , , , ,2022.0,2022-01-01
168,Reed Garrett,WSN,9.1,54.6%, ,8.2%,15.3%, ,21.9%, , , , , ,2022.0,2022-01-01
169,Antonio Senzatela,COL,92.1,54.5%, , ,4.7%,7.3%,27.1%,6.4%, , , , ,2022.0,2022-01-01
170,Jhon Romero,MIN,5.0,54.4%, , , ,15.6%,30.0%, , , , , ,2022.0,2022-01-01
171,Zach Jackson,OAK,48.0,54.3%, , , ,1.0%, ,44.6%, , , , ,2022.0,2022-01-01
172,Zack Thompson,STL,34.2,54.3%, , , ,8.3%,6.1%,31.3%, , , , ,2022.0,2022-01-01
173,Hunter Greene,CIN,125.2,53.8%, , , ,5.3%,40.9%, , , , , ,2022.0,2022-01-01
174,Logan Gilbert,SEA,185.2,53.7%, , ,1.7%,8.0%,24.2%,12.5%, , , , ,2022.0,2022-01-01
175,David Bednar,PIT,51.2,53.6%, ,16.9%, , , ,29.5%, , , , ,2022.0,2022-01-01
176,Hunter Strickland,CIN,62.1,53.6%, , ,4.3%,3.1%,39.0%, , , , , ,2022.0,2022-01-01
177,Connor Seabold,BOS,18.1,53.5%, , , ,20.4%,22.8%,3.3%, , , , ,2022.0,2022-01-01
178,Tyler Glasnow,TBR,6.2,53.5%, , , , ,28.1%,18.4%, , , , ,2022.0,2022-01-01
179,Andre Pallante,STL,108.0,53.5%, , ,10.1%,0.1%,19.6%,16.8%, , , , ,2022.0,2022-01-01
180,Sam Howard,PIT,2.0,53.4%, , , , ,46.6%, , , , , ,2022.0,2022-01-01
181,Reyes Moronta,- - -,37.2,53.4%, , , ,9.7%,37.0%, , , , , ,2022.0,2022-01-01
182,Yolmer Sanchez,BOS,1.0,53.3%, , , , , ,46.7%, , , , ,2022.0,2022-01-01
183,Luis Castillo,DET,3.2,53.3%, , , ,16.7%,30.0%, , , , , ,2022.0,2022-01-01
184,Peter Strzelecki,MIL,35.0,53.3%, , , ,13.5%,33.2%, , , , , ,2022.0,2022-01-01
185,Hunter Gaddis,CLE,7.1,53.2%, , , ,17.0%,23.4%,6.4%, , , , ,2022.0,2022-01-01
186,Kolby Allard,TEX,21.0,53.2%,22.1%, , ,19.4%, ,5.4%, , , , ,2022.0,2022-01-01
187,Hunter Brown,HOU,20.1,53.1%, , , ,2.3%,13.3%,31.4%, , , , ,2022.0,2022-01-01
188,Huascar Ynoa,ATL,6.2,53.1%, , , ,10.9%,36.1%, , , , , ,2022.0,2022-01-01
189,Ethan Small,MIL,6.1,53.0%, , , ,43.2%,3.8%, , , , , ,2022.0,2022-01-01
190,Zac Lowther,BAL,5.1,53.0%, , , ,19.0%,20.0%,8.0%, , , , ,2022.0,2022-01-01
191,Trevor Williams,NYM,89.2,52.8%, , ,12.9%,12.8%,16.6%,4.9%, , , , ,2022.0,2022-01-01
192,Jose Urquidy,HOU,164.1,52.7%,4.8%, , ,14.8%,13.6%,14.0%, , , , ,2022.0,2022-01-01
193,Trevor Rogers,MIA,107.0,52.7%, , ,0.2%,29.2%,17.8%, , , , ,0.1%,2022.0,2022-01-01
194,Max Kranick,PIT,5.0,52.6%, , , , ,36.8%,10.5%, , , , ,2022.0,2022-01-01
195,Matt Foster,CHW,45.0,52.6%, , , ,9.8%,30.6%,7.0%, , , , ,2022.0,2022-01-01
196,Drew Smith,NYM,46.0,52.6%, , , ,5.5%,35.5%,6.3%, , , ,0.1%,2022.0,2022-01-01
197,Trevor May,NYM,25.0,52.5%, ,5.2%, ,15.9%,26.5%, , , , , ,2022.0,2022-01-01
198,Ian Hamilton,MIN,2.2,52.4%, , , , ,47.6%, , , , , ,2022.0,2022-01-01
199,Chris Paddack,MIN,22.1,52.3%, , , ,25.9%,3.9%,17.9%, , , , ,2022.0,2022-01-01
200,Josh Staumont,KCR,37.2,52.2%, , ,13.1%, , ,34.7%, , , , ,2022.0,2022-01-01
201,Brandon Hughes,CHC,57.2,52.0%, , ,1.0%,1.2%,45.6%, , , , ,0.1%,2022.0,2022-01-01
202,DL Hall,BAL,13.2,52.0%, , , ,20.4%,21.6%,5.9%, , , , ,2022.0,2022-01-01
203,Jeff Hoffman,CIN,44.2,52.0%, ,24.3%, , ,23.7%, , , , , ,2022.0,2022-01-01
204,Steven Wilson,SDP,53.0,52.0%, , , ,5.6%,42.1%, , , , ,0.3%,2022.0,2022-01-01
205,Keegan Akin,BAL,81.2,52.0%, , , ,18.1%,29.5%,0.4%, , , , ,2022.0,2022-01-01
206,Daniel Duarte,CIN,2.2,51.9%, , , ,6.5%,41.6%, , , , , ,2022.0,2022-01-01
207,Emilio Pagan,MIN,63.0,51.9%,18.8%,24.5%, , ,2.3%,2.5%, , , , ,2022.0,2022-01-01
208,Tyler Mahle,- - -,120.2,51.9%,16.8%,23.8%, , ,7.2%,0.2%, , , , ,2022.0,2022-01-01
209,Heath Hembree,- - -,22.0,51.9%,0.5%, , , ,44.6%,3.0%, , , , ,2022.0,2022-01-01
210,Gerrit Cole,NYY,200.2,51.9%,5.4%, , ,8.4%,23.5%,10.8%, , , , ,2022.0,2022-01-01
211,Matt Manning,DET,63.0,51.8%, , ,7.3%,7.5%,22.9%,10.5%, , , , ,2022.0,2022-01-01
212,Alex Faedo,DET,53.2,51.8%, , , ,13.2%,35.0%, , , , , ,2022.0,2022-01-01
213,Bryan Shaw,CLE,58.1,51.8%,25.1%,0.7%,5.4%,2.9%,5.4%,8.8%, , , , ,2022.0,2022-01-01
214,Josh Sborz,TEX,22.1,51.8%, , , , ,24.6%,23.6%, , , , ,2022.0,2022-01-01
215,Locke St. John,CHC,2.0,51.7%, , ,3.4%,10.3%,34.5%, , , , , ,2022.0,2022-01-01
216,Phillip Diehl,CIN,5.2,51.7%, , , ,1.7%,46.7%, , , , , ,2022.0,2022-01-01
217,Marcos Diplan,BAL,5.2,51.6%, , , ,12.3%,17.2%,18.9%, , , , ,2022.0,2022-01-01
218,Julian Merryweather,TOR,26.2,51.6%, , , ,9.6%,34.1%,4.8%, , , , ,2022.0,2022-01-01
219,Sam Selman,OAK,18.1,51.5%, , ,1.4%, ,47.1%, , , , , ,2022.0,2022-01-01
220,Matt Gage,TOR,13.0,51.3%,38.0%, , ,0.5%,10.2%, , , , , ,2022.0,2022-01-01
221,Elvin Rodriguez,DET,29.2,51.3%, , ,2.6%,12.9%,26.2%,6.9%, , , , ,2022.0,2022-01-01
222,Daniel Hudson,LAD,24.1,51.2%, , ,3.4%,3.4%,41.9%, , , , , ,2022.0,2022-01-01
223,Paul Sewald,SEA,64.0,51.2%, , , , ,48.4%, , , , ,0.4%,2022.0,2022-01-01
224,Aneurys Zabala,MIA,2.2,51.2%, , , ,34.9%,14.0%, , , , , ,2022.0,2022-01-01
225,Michael Grove,LAD,29.1,51.1%, , , , ,19.1%,1.9%,28.0%, , , ,2022.0,2022-01-01
226,Jovani Moran,MIN,40.2,51.0%, , , ,45.4%,3.1%,0.4%, , , , ,2022.0,2022-01-01
227,Nick Pivetta,BOS,179.2,51.0%, ,2.1%, , ,19.8%,27.1%, , , , ,2022.0,2022-01-01
228,Jose Butto,NYM,4.0,51.0%, , , ,17.3%,15.3%,16.3%, , , , ,2022.0,2022-01-01
229,Mychal Givens,- - -,61.1,51.0%, , , ,18.4%,29.6%, , , , ,1.0%,2022.0,2022-01-01
230,Graham Ashcraft,CIN,105.0,51.0%, , ,21.2%,0.7%,27.1%, , , , , ,2022.0,2022-01-01
231,Evan Lee,WSN,8.2,50.9%,1.2%, , ,6.1%, ,41.8%, , , , ,2022.0,2022-01-01
232,Cory Abbott,WSN,48.0,50.9%, , , ,26.9%,18.7%,3.6%, , , , ,2022.0,2022-01-01
233,Yusei Kikuchi,TOR,100.2,50.8%,5.1%, , ,13.6%,30.5%, , , , , ,2022.0,2022-01-01
234,Garrett Hill,DET,60.1,50.7%, , ,8.5%,11.6%,18.5%,10.6%, , , , ,2022.0,2022-01-01
235,Hansel Robles,BOS,24.2,50.7%, , , ,16.4%,32.9%, , , , , ,2022.0,2022-01-01
236,Zack Littell,SFG,44.1,50.7%, ,12.4%, , ,36.9%, , , , , ,2022.0,2022-01-01
237,Jon Gray,TEX,127.1,50.6%, , , ,9.3%,36.1%,4.0%, , , , ,2022.0,2022-01-01
238,Ryan Weathers,SDP,3.2,50.6%, , , ,18.0%,31.5%, , , , , ,2022.0,2022-01-01
239,Kris Bubic,KCR,129.0,50.5%, , , ,27.8%, ,21.7%, , , , ,2022.0,2022-01-01
240,Justin Verlander,HOU,175.0,50.4%, , , ,2.4%,28.3%,18.8%, , , , ,2022.0,2022-01-01
241,Keynan Middleton,ARI,17.0,50.4%, , , ,17.1%,32.5%, , , , , ,2022.0,2022-01-01
242,Kirby Yates,ATL,7.0,50.4%, ,48.9%, , ,0.7%, , , , , ,2022.0,2022-01-01
243,Spencer Howard,TEX,37.2,50.3%, , , ,3.5%,35.4%,10.8%, , , , ,2022.0,2022-01-01
244,Riley O'Brien,SEA,1.0,50.0%, , , , ,50.0%, , , , , ,2022.0,2022-01-01
245,Freddy Tarnok,ATL,0.2,50.0%, , , ,50.0%, , , , , , ,2022.0,2022-01-01
246,Carlos Hernandez,KCR,56.0,50.0%, ,10.0%,0.1%, ,18.2%,21.7%, , , , ,2022.0,2022-01-01
247,A.J. Minter,ATL,70.0,49.8%,32.1%, , ,18.1%, , , , , , ,2022.0,2022-01-01
248,James Norwood,PHI,17.1,49.7%, ,40.8%, , ,9.5%, , , , , ,2022.0,2022-01-01
249,Vladimir Gutierrez,CIN,36.2,49.7%, , , ,15.4%,22.4%,12.6%, , , , ,2022.0,2022-01-01
250,Angel Zerpa,KCR,11.0,49.7%, , ,9.6%,14.6%,26.1%, , , , , ,2022.0,2022-01-01
251,Cole Sulser,MIA,34.0,49.6%, , , ,38.8%,10.3%,1.3%, , , , ,2022.0,2022-01-01
252,Cole Sands,MIN,30.2,49.6%, ,17.1%,0.5%,2.1%,30.7%, , , , , ,2022.0,2022-01-01
253,Tony Santillan,CIN,19.2,49.5%, , , , ,50.5%, , , , , ,2022.0,2022-01-01
254,Andrew Wantz,LAA,50.1,49.5%,16.5%, , ,5.5%,28.5%, , , , , ,2022.0,2022-01-01
255,Justin Dunn,CIN,31.0,49.4%,0.6%, , ,4.6%,24.1%,21.3%, , , , ,2022.0,2022-01-01
256,Caleb Thielbar,MIN,59.1,49.4%, ,1.1%, , ,24.8%,24.7%, , , , ,2022.0,2022-01-01
257,Zach Logue,OAK,57.0,49.3%,20.8%, ,0.5%,13.6%,15.8%, , , , , ,2022.0,2022-01-01
258,Jhoan Duran,MIN,67.2,49.3%, ,0.1%,16.2%, ,3.5%,30.9%, , , , ,2022.0,2022-01-01
259,Kodi Whitley,STL,12.2,49.3%, , , ,34.2%,16.5%, , , , , ,2022.0,2022-01-01
260,Jake Odorizzi,- - -,106.1,49.2%,20.9%,16.6%,2.1%, ,7.4%,3.8%, , , , ,2022.0,2022-01-01
261,Bryan Garcia,DET,20.1,49.2%, , , ,26.8%,23.7%, , , , ,0.3%,2022.0,2022-01-01
262,Julio Urias,LAD,175.0,49.2%, , , ,17.5%, ,33.3%, , , ,0.0%,2022.0,2022-01-01
263,Reiss Knehr,SDP,13.2,49.2%,5.0%, ,1.7%,19.0%,25.2%, , , , , ,2022.0,2022-01-01
264,Casey Mize,DET,10.0,49.1%, ,13.6%,1.8%, ,24.9%,10.7%, , , , ,2022.0,2022-01-01
265,Bailey Ober,MIN,56.0,49.1%, , , ,15.6%,23.7%,11.7%, , , , ,2022.0,2022-01-01
266,Jordan Romano,TOR,64.0,49.0%, , , , ,51.0%, , , , , ,2022.0,2022-01-01
267,Hirokazu Sawamura,BOS,50.2,49.0%, ,37.2%, , ,13.7%, , , , ,0.1%,2022.0,2022-01-01
268,Cody Stashak,MIN,16.1,48.9%, , , ,1.8%,49.3%, , , , , ,2022.0,2022-01-01
269,Kevin Gausman,TOR,174.2,48.8%, ,36.4%, ,0.5%,14.3%, , , , ,0.0%,2022.0,2022-01-01
270,Matt Bush,- - -,59.2,48.8%, , ,0.3%, ,15.6%,35.2%, , , , ,2022.0,2022-01-01
271,Nick Neidert,MIA,5.0,48.8%, , , ,17.1%,20.7%,13.4%, , , , ,2022.0,2022-01-01
272,Luis Severino,NYY,102.0,48.7%,5.0%, ,0.2%,22.2%,23.5%, , , , ,0.4%,2022.0,2022-01-01
273,Jon Heasley,KCR,104.0,48.7%, , , ,21.9%,12.5%,16.9%, , , , ,2022.0,2022-01-01
274,Nick Vespi,BAL,26.1,48.7%, , , , ,34.3%,17.0%, , , , ,2022.0,2022-01-01
275,Spencer Patton,TEX,7.0,48.6%, , , ,12.6%,38.7%, , , , , ,2022.0,2022-01-01
276,Jordan Sheffield,COL,2.0,48.6%, , , ,21.6%,29.7%, , , , , ,2022.0,2022-01-01
277,James Kaprielian,OAK,134.0,48.6%, , ,5.9%,10.4%,22.6%,12.5%, , , , ,2022.0,2022-01-01
