#,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,MonthSeason,MonthYear
61,Framber Valdez,HOU,43.0,4.5%, ,7.4%, , ,49.0%, ,26.7%, , ,12.3%, , , ,2,5
62,Cal Quantrill,CLE,31.2,3.7%, ,38.7%, , ,47.0%, ,0.6%, , ,9.9%, , , ,2,5
63,Logan Webb,SFG,31.0,3.6%, , , , ,33.8%,32.5%, , , ,30.1%, , , ,2,5
64,Dane Dunning,TEX,28.1,0.4%, ,4.5%, , ,46.3%,26.3%, , , ,22.5%, , , ,2,5
65,Alex Cobb,SFG,28.1,0.4%, , ,39.7%, ,42.3%, , ,17.5%, , , , , ,2,5
66,Erick Fedde,WSN,29.0,0.2%, ,36.0%, , ,35.2%, ,27.5%, , ,1.2%, , , ,2,5
67,Zach Davies,ARI,30.0, , ,9.5%, , ,48.9%, ,8.2%, , ,33.4%, , , ,2,5
68,Jakob Junis,SFG,27.0, , ,0.5%, , ,30.3%,54.3%, , , ,14.9%, , , ,2,5
69,Corbin Burnes,MIL,39.0, , ,52.6%, , ,7.4%,12.0%,21.4%, , ,6.6%, , , ,2,5
