#,Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,MonthSeason,MonthYear
61,Cole Irvin,OAK,33.1,-5.0, , , , ,-1.1,0.3,-4.6, , ,4.4, , ,6,2022-09-01
62,Ken Waldichuk,OAK,34.2,-5.6, , , , , ,1.4,0.8, , ,1.9, , ,6,2022-09-01
63,Michael Wacha,BOS,32.1,-9.0, ,3.2, , ,-0.8, ,-2.2, , ,1.3, , ,6,2022-09-01
64,Lance McCullers Jr.,HOU,31.2, , ,0.4, , ,-2.8,4.7, ,1.9, ,-0.3, , ,6,2022-09-01
65,Brady Singer,KCR,31.2, , , , , ,3.8,0.7, , , ,-2.4, , ,6,2022-09-01
