#,Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,MonthSeason,MonthYear
61,Brad Keller,KCR,30.0,-3.0, , , , ,-5.1,3.5, , , ,-0.7, , ,2,5
62,Zack Greinke,KCR,29.2,-3.5, ,-0.9, , ,-0.7,-1.4,0.4, , ,0.1, , ,2,5
63,Kyle Wright,ATL,29.2,-3.6, , , , ,3.3,0.9,0.2, , ,2.4, , ,2,5
64,Josiah Gray,WSN,31.1,-4.6, , , , ,0.3,1.3,-1.1, , ,-0.2, , ,2,5
65,German Marquez,COL,29.0,-4.9, , , , ,-0.8,0.2, ,-0.6, ,-1.4, , ,2,5
66,Walker Buehler,LAD,34.0,-6.3, ,3.2, , ,-1.8,1.9, ,2.2, ,-0.2, , ,2,5
67,Zach Davies,ARI,30.0, , ,0.1, , ,-0.1, ,-2.2, , ,0.5, , ,2,5
68,Jakob Junis,SFG,27.0, , ,0.2, , ,3.0,0.5, , , ,-1.1, , ,2,5
69,Corbin Burnes,MIL,39.0, , ,5.9, , ,-2.6,1.8,3.7, , ,-1.0, , ,2,5
