#,Name,Team,IP,FA-Z,FC-Z,FS-Z,SI-Z,CH-Z,SL-Z,CU-Z,CS-Z,KN-Z,SB-Z,MonthSeason,MonthYear
61,Ranger Suarez,PHI,29.2,6.0, , ,3.7,3.0,0.7,-5.0, , , ,2,2022-05-01
62,Pablo Lopez,MIA,35.2,5.9,2.1, ,2.9,1.1, ,-7.1, , , ,2,2022-05-01
63,Humberto Castellanos,ARI,30.1,5.6, , ,0.8,1.1,3.2,-4.9, , , ,2,2022-05-01
64,Logan Webb,SFG,31.0,4.9, , ,-1.4,-3.3,-0.5, , , , ,2,2022-05-01
65,Framber Valdez,HOU,43.0,4.5, , ,3.1,0.1,-4.8,-10.6, , , ,2,2022-05-01
66,Zach Davies,ARI,30.0, ,6.9, ,6.3,3.9, ,-8.5, , , ,2,2022-05-01
67,Jakob Junis,SFG,27.0, ,9.4, ,4.7,2.6,-0.3, , , , ,2,2022-05-01
68,Erick Fedde,WSN,29.0, ,3.5, ,4.9,1.4,-1.5, , , , ,2,2022-05-01
69,Dane Dunning,TEX,28.1, ,4.5, ,2.1,1.2,-3.1, , , , ,2,2022-05-01
