#,Name,Team,IP,FA-Z,FC-Z,FS-Z,SI-Z,CH-Z,SL-Z,CU-Z,CS-Z,KN-Z,SB-Z,MonthSeason,MonthYear
61,Charlie Morton,ATL,31.2,6.0, , ,1.7,-0.9,1.7,-5.9, , , ,6,9
62,Lance McCullers Jr.,HOU,31.2,5.3,2.0, ,1.4,-2.6,1.4,-7.7, , , ,6,9
63,Nick Lodolo,CIN,36.1,5.1, , ,2.3,0.0, ,-0.6, , , ,6,9
64,Kyle Bradish,BAL,37.2, ,7.6, ,7.5,4.4,-0.2,-8.9, , , ,6,9
65,Brady Singer,KCR,31.2, , , ,4.7,5.2,-0.2, , , , ,6,9
